
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente      | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 671  | Instalación 255 | 13,00   | 9,00     | 69,2 %        
Cliente 671  | Instalación 409 | 13,00   | 4,00     | 30,8 %        
Cliente 672  | Instalación 368 | 16,00   | 16,00    | 100,0 %       
Cliente 673  | Instalación 480 | 6,00    | 6,00     | 100,0 %       
Cliente 674  | Instalación 143 | 14,00   | 13,00    | 92,9 %        
Cliente 674  | Instalación 368 | 14,00   | 1,00     | 7,1 %         
Cliente 675  | Instalación 159 | 9,00    | 9,00     | 100,0 %       
Cliente 676  | Instalación 390 | 8,00    | 8,00     | 100,0 %       
Cliente 677  | Instalación 156 | 10,00   | 10,00    | 100,0 %       
Cliente 678  | Instalación 105 | 15,00   | 15,00    | 100,0 %       
Cliente 679  | Instalación 69  | 12,00   | 12,00    | 100,0 %       
Cliente 680  | Instalación 223 | 17,00   | 17,00    | 100,0 %       
Cliente 681  | Instalación 478 | 14,00   | 14,00    | 100,0 %       
Cliente 682  | Instalación 23  | 14,00   | 10,00    | 71,4 %        
Cliente 682  | Instalación 106 | 14,00   | 4,00     | 28,6 %        
Cliente 683  | Instalación 383 | 8,00    | 8,00     | 100,0 %       
Cliente 684  | Instalación 11  | 6,00    | 6,00     | 100,0 %       
Cliente 685  | Instalación 279 | 16,00   | 16,00    | 100,0 %       
Cliente 686  | Instalación 171 | 15,00   | 9,00     | 60,0 %        
Cliente 686  | Instalación 452 | 15,00   | 6,00     | 40,0 %        
Cliente 687  | Instalación 223 | 17,00   | 17,00    | 100,0 %       
Cliente 688  | Instalación 369 | 19,00   | 19,00    | 100,0 %       
Cliente 689  | Instalación 55  | 7,00    | 7,00     | 100,0 %       
Cliente 690  | Instalación 66  | 5,00    | 5,00     | 100,0 %       
Cliente 691  | Instalación 361 | 9,00    | 9,00     | 100,0 %       
Cliente 692  | Instalación 278 | 10,00   | 10,00    | 100,0 %       
Cliente 693  | Instalación 8   | 17,00   | 17,00    | 100,0 %       
Cliente 694  | Instalación 394 | 6,00    | 6,00     | 100,0 %       
Cliente 695  | Instalación 244 | 14,00   | 14,00    | 100,0 %       
Cliente 696  | Instalación 338 | 14,00   | 14,00    | 100,0 %       
Cliente 697  | Instalación 444 | 15,00   | 15,00    | 100,0 %       
Cliente 698  | Instalación 217 | 18,00   | 18,00    | 100,0 %       
Cliente 699  | Instalación 292 | 9,00    | 9,00     | 100,0 %       
Cliente 700  | Instalación 292 | 8,00    | 8,00     | 100,0 %       
Cliente 701  | Instalación 474 | 8,00    | 8,00     | 100,0 %       
Cliente 702  | Instalación 189 | 20,00   | 20,00    | 100,0 %       
Cliente 703  | Instalación 34  | 10,00   | 10,00    | 100,0 %       
Cliente 704  | Instalación 482 | 5,00    | 5,00     | 100,0 %       
Cliente 705  | Instalación 185 | 7,00    | 7,00     | 100,0 %       
Cliente 706  | Instalación 148 | 16,00   | 16,00    | 100,0 %       
Cliente 707  | Instalación 280 | 12,00   | 12,00    | 100,0 %       
Cliente 708  | Instalación 148 | 16,00   | 16,00    | 100,0 %       
Cliente 709  | Instalación 143 | 20,00   | 16,00    | 80,0 %        
Cliente 709  | Instalación 184 | 20,00   | 3,00     | 15,0 %        
Cliente 709  | Instalación 244 | 20,00   | 1,00     | 5,0 %         
Cliente 710  | Instalación 42  | 8,00    | 8,00     | 100,0 %       
Cliente 711  | Instalación 255 | 10,00   | 10,00    | 100,0 %       
Cliente 712  | Instalación 194 | 15,00   | 12,00    | 80,0 %        
Cliente 712  | Instalación 453 | 15,00   | 3,00     | 20,0 %        
Cliente 713  | Instalación 113 | 5,00    | 5,00     | 100,0 %       
Cliente 714  | Instalación 365 | 8,00    | 8,00     | 100,0 %       
Cliente 715  | Instalación 237 | 6,00    | 2,00     | 33,3 %        
Cliente 715  | Instalación 280 | 6,00    | 4,00     | 66,7 %        
Cliente 716  | Instalación 113 | 19,00   | 19,00    | 100,0 %       
Cliente 717  | Instalación 34  | 16,00   | 16,00    | 100,0 %       
Cliente 718  | Instalación 364 | 13,00   | 13,00    | 100,0 %       
Cliente 719  | Instalación 425 | 5,00    | 5,00     | 100,0 %       
Cliente 720  | Instalación 66  | 15,00   | 15,00    | 100,0 %       
Cliente 721  | Instalación 16  | 7,00    | 7,00     | 100,0 %       
Cliente 722  | Instalación 372 | 11,00   | 11,00    | 100,0 %       
Cliente 723  | Instalación 251 | 7,00    | 7,00     | 100,0 %       
Cliente 724  | Instalación 244 | 19,00   | 19,00    | 100,0 %       
Cliente 725  | Instalación 293 | 16,00   | 16,00    | 100,0 %       
Cliente 726  | Instalación 212 | 10,00   | 10,00    | 100,0 %       
Cliente 727  | Instalación 369 | 16,00   | 16,00    | 100,0 %       
Cliente 728  | Instalación 496 | 11,00   | 11,00    | 100,0 %       
Cliente 729  | Instalación 29  | 18,00   | 5,00     | 27,8 %        
Cliente 729  | Instalación 365 | 18,00   | 13,00    | 72,2 %        
Cliente 730  | Instalación 212 | 14,00   | 14,00    | 100,0 %       
Cliente 731  | Instalación 491 | 13,00   | 13,00    | 100,0 %       
Cliente 732  | Instalación 486 | 14,00   | 14,00    | 100,0 %       
Cliente 733  | Instalación 189 | 17,00   | 17,00    | 100,0 %       
Cliente 734  | Instalación 417 | 14,00   | 14,00    | 100,0 %       
Cliente 735  | Instalación 115 | 15,00   | 15,00    | 100,0 %       
Cliente 736  | Instalación 302 | 9,00    | 9,00     | 100,0 %       
Cliente 737  | Instalación 143 | 12,00   | 12,00    | 100,0 %       
Cliente 738  | Instalación 276 | 6,00    | 6,00     | 100,0 %       
Cliente 739  | Instalación 68  | 18,00   | 18,00    | 100,0 %       
Cliente 740  | Instalación 182 | 6,00    | 6,00     | 100,0 %       
Cliente 741  | Instalación 361 | 16,00   | 16,00    | 100,0 %       
Cliente 742  | Instalación 12  | 15,00   | 3,00     | 20,0 %        
Cliente 742  | Instalación 342 | 15,00   | 7,00     | 46,7 %        
Cliente 742  | Instalación 406 | 15,00   | 4,00     | 26,7 %        
Cliente 742  | Instalación 473 | 15,00   | 1,00     | 6,7 %         
Cliente 743  | Instalación 231 | 13,00   | 13,00    | 100,0 %       
Cliente 744  | Instalación 50  | 15,00   | 2,00     | 13,3 %        
Cliente 744  | Instalación 241 | 15,00   | 1,00     | 6,7 %         
Cliente 744  | Instalación 308 | 15,00   | 2,00     | 13,3 %        
Cliente 744  | Instalación 461 | 15,00   | 10,00    | 66,7 %        
Cliente 745  | Instalación 167 | 20,00   | 20,00    | 100,0 %       
Cliente 746  | Instalación 450 | 7,00    | 7,00     | 100,0 %       
Cliente 747  | Instalación 137 | 20,00   | 11,00    | 55,0 %        
Cliente 747  | Instalación 476 | 20,00   | 9,00     | 45,0 %        
Cliente 748  | Instalación 468 | 19,00   | 19,00    | 100,0 %       
Cliente 749  | Instalación 109 | 17,00   | 17,00    | 100,0 %       
Cliente 750  | Instalación 495 | 14,00   | 14,00    | 100,0 %       
Cliente 751  | Instalación 368 | 11,00   | 11,00    | 100,0 %       
Cliente 752  | Instalación 0   | 14,00   | 14,00    | 100,0 %       
Cliente 753  | Instalación 43  | 8,00    | 7,00     | 87,5 %        
Cliente 753  | Instalación 486 | 8,00    | 1,00     | 12,5 %        
Cliente 754  | Instalación 117 | 14,00   | 14,00    | 100,0 %       
Cliente 755  | Instalación 339 | 9,00    | 9,00     | 100,0 %       
Cliente 756  | Instalación 250 | 11,00   | 11,00    | 100,0 %       
Cliente 757  | Instalación 135 | 6,00    | 6,00     | 100,0 %       
Cliente 758  | Instalación 279 | 7,00    | 7,00     | 100,0 %       
Cliente 759  | Instalación 194 | 17,00   | 17,00    | 100,0 %       
Cliente 760  | Instalación 68  | 20,00   | 20,00    | 100,0 %       
Cliente 761  | Instalación 213 | 6,00    | 6,00     | 100,0 %       
Cliente 762  | Instalación 391 | 18,00   | 18,00    | 100,0 %       
Cliente 763  | Instalación 180 | 6,00    | 6,00     | 100,0 %       
Cliente 764  | Instalación 182 | 10,00   | 10,00    | 100,0 %       
Cliente 765  | Instalación 188 | 11,00   | 10,00    | 90,9 %        
Cliente 765  | Instalación 372 | 11,00   | 1,00     | 9,1 %         
Cliente 766  | Instalación 77  | 19,00   | 19,00    | 100,0 %       
Cliente 767  | Instalación 137 | 9,00    | 9,00     | 100,0 %       
Cliente 768  | Instalación 475 | 9,00    | 9,00     | 100,0 %       
Cliente 769  | Instalación 389 | 5,00    | 5,00     | 100,0 %       
Cliente 770  | Instalación 192 | 16,00   | 16,00    | 100,0 %       
Cliente 771  | Instalación 42  | 11,00   | 9,00     | 81,8 %        
Cliente 771  | Instalación 185 | 11,00   | 2,00     | 18,2 %        
Cliente 772  | Instalación 182 | 11,00   | 11,00    | 100,0 %       
Cliente 773  | Instalación 159 | 9,00    | 9,00     | 100,0 %       
Cliente 774  | Instalación 425 | 15,00   | 15,00    | 100,0 %       
Cliente 775  | Instalación 106 | 5,00    | 5,00     | 100,0 %       
Cliente 776  | Instalación 302 | 7,00    | 7,00     | 100,0 %       
Cliente 777  | Instalación 332 | 19,00   | 19,00    | 100,0 %       
Cliente 778  | Instalación 95  | 12,00   | 12,00    | 100,0 %       
Cliente 779  | Instalación 54  | 19,00   | 6,00     | 31,6 %        
Cliente 779  | Instalación 411 | 19,00   | 13,00    | 68,4 %        
Cliente 780  | Instalación 409 | 17,00   | 17,00    | 100,0 %       
Cliente 781  | Instalación 138 | 19,00   | 19,00    | 100,0 %       
Cliente 782  | Instalación 115 | 19,00   | 19,00    | 100,0 %       
Cliente 783  | Instalación 311 | 11,00   | 11,00    | 100,0 %       
Cliente 784  | Instalación 458 | 13,00   | 13,00    | 100,0 %       
Cliente 785  | Instalación 259 | 8,00    | 4,00     | 50,0 %        
Cliente 785  | Instalación 403 | 8,00    | 4,00     | 50,0 %        
Cliente 786  | Instalación 308 | 16,00   | 16,00    | 100,0 %       
Cliente 787  | Instalación 112 | 10,00   | 10,00    | 100,0 %       
Cliente 788  | Instalación 6   | 8,00    | 8,00     | 100,0 %       
Cliente 789  | Instalación 369 | 18,00   | 18,00    | 100,0 %       
Cliente 790  | Instalación 344 | 13,00   | 13,00    | 100,0 %       
Cliente 791  | Instalación 204 | 13,00   | 13,00    | 100,0 %       
Cliente 792  | Instalación 188 | 16,00   | 16,00    | 100,0 %       
Cliente 793  | Instalación 8   | 17,00   | 17,00    | 100,0 %       
Cliente 794  | Instalación 49  | 19,00   | 19,00    | 100,0 %       
Cliente 795  | Instalación 64  | 6,00    | 5,00     | 83,3 %        
Cliente 795  | Instalación 115 | 6,00    | 1,00     | 16,7 %        
Cliente 796  | Instalación 79  | 10,00   | 6,00     | 60,0 %        
Cliente 796  | Instalación 230 | 10,00   | 4,00     | 40,0 %        
Cliente 797  | Instalación 16  | 8,00    | 8,00     | 100,0 %       
Cliente 798  | Instalación 138 | 20,00   | 20,00    | 100,0 %       
Cliente 799  | Instalación 266 | 7,00    | 7,00     | 100,0 %       
Cliente 800  | Instalación 115 | 8,00    | 8,00     | 100,0 %       
Cliente 801  | Instalación 411 | 13,00   | 13,00    | 100,0 %       
Cliente 802  | Instalación 482 | 17,00   | 17,00    | 100,0 %       
Cliente 803  | Instalación 267 | 17,00   | 17,00    | 100,0 %       
Cliente 804  | Instalación 16  | 15,00   | 15,00    | 100,0 %       
Cliente 805  | Instalación 241 | 18,00   | 18,00    | 100,0 %       
Cliente 806  | Instalación 237 | 17,00   | 17,00    | 100,0 %       
Cliente 807  | Instalación 68  | 17,00   | 17,00    | 100,0 %       
Cliente 808  | Instalación 69  | 15,00   | 15,00    | 100,0 %       
Cliente 809  | Instalación 230 | 7,00    | 7,00     | 100,0 %       
Cliente 810  | Instalación 415 | 14,00   | 14,00    | 100,0 %       
Cliente 811  | Instalación 46  | 19,00   | 6,00     | 31,6 %        
Cliente 811  | Instalación 497 | 19,00   | 13,00    | 68,4 %        
Cliente 812  | Instalación 468 | 9,00    | 9,00     | 100,0 %       
Cliente 813  | Instalación 20  | 18,00   | 18,00    | 100,0 %       
Cliente 814  | Instalación 278 | 18,00   | 12,00    | 66,7 %        
Cliente 814  | Instalación 312 | 18,00   | 6,00     | 33,3 %        
Cliente 815  | Instalación 186 | 11,00   | 11,00    | 100,0 %       
Cliente 816  | Instalación 115 | 17,00   | 17,00    | 100,0 %       
Cliente 817  | Instalación 56  | 8,00    | 8,00     | 100,0 %       
Cliente 818  | Instalación 150 | 12,00   | 12,00    | 100,0 %       
Cliente 819  | Instalación 257 | 6,00    | 6,00     | 100,0 %       
Cliente 820  | Instalación 436 | 12,00   | 12,00    | 100,0 %       
Cliente 821  | Instalación 453 | 15,00   | 15,00    | 100,0 %       
Cliente 822  | Instalación 146 | 15,00   | 15,00    | 100,0 %       
Cliente 823  | Instalación 356 | 5,00    | 5,00     | 100,0 %       
Cliente 824  | Instalación 194 | 8,00    | 8,00     | 100,0 %       
Cliente 825  | Instalación 73  | 15,00   | 15,00    | 100,0 %       
Cliente 826  | Instalación 64  | 20,00   | 1,00     | 5,0 %         
Cliente 826  | Instalación 188 | 20,00   | 19,00    | 95,0 %        
Cliente 827  | Instalación 344 | 12,00   | 12,00    | 100,0 %       
Cliente 828  | Instalación 171 | 14,00   | 14,00    | 100,0 %       
Cliente 829  | Instalación 109 | 7,00    | 7,00     | 100,0 %       
Cliente 830  | Instalación 436 | 8,00    | 8,00     | 100,0 %       
Cliente 831  | Instalación 372 | 5,00    | 5,00     | 100,0 %       
Cliente 832  | Instalación 180 | 18,00   | 7,00     | 38,9 %        
Cliente 832  | Instalación 189 | 18,00   | 11,00    | 61,1 %        
Cliente 833  | Instalación 420 | 7,00    | 7,00     | 100,0 %       
Cliente 834  | Instalación 212 | 12,00   | 12,00    | 100,0 %       
Cliente 835  | Instalación 427 | 10,00   | 10,00    | 100,0 %       
Cliente 836  | Instalación 441 | 16,00   | 16,00    | 100,0 %       
Cliente 837  | Instalación 113 | 5,00    | 5,00     | 100,0 %       
Cliente 838  | Instalación 192 | 6,00    | 6,00     | 100,0 %       
Cliente 839  | Instalación 55  | 18,00   | 18,00    | 100,0 %       
Cliente 840  | Instalación 151 | 10,00   | 10,00    | 100,0 %       
Cliente 841  | Instalación 450 | 6,00    | 6,00     | 100,0 %       
Cliente 842  | Instalación 113 | 19,00   | 19,00    | 100,0 %       
Cliente 843  | Instalación 11  | 13,00   | 13,00    | 100,0 %       
Cliente 844  | Instalación 60  | 19,00   | 8,00     | 42,1 %        
Cliente 844  | Instalación 226 | 19,00   | 3,00     | 15,8 %        
Cliente 844  | Instalación 482 | 19,00   | 8,00     | 42,1 %        
Cliente 845  | Instalación 444 | 11,00   | 11,00    | 100,0 %       
Cliente 846  | Instalación 364 | 20,00   | 20,00    | 100,0 %       
Cliente 847  | Instalación 409 | 17,00   | 17,00    | 100,0 %       
Cliente 848  | Instalación 189 | 7,00    | 7,00     | 100,0 %       
Cliente 849  | Instalación 351 | 12,00   | 10,00    | 83,3 %        
Cliente 849  | Instalación 409 | 12,00   | 2,00     | 16,7 %        
Cliente 850  | Instalación 485 | 11,00   | 11,00    | 100,0 %       
Cliente 851  | Instalación 233 | 17,00   | 17,00    | 100,0 %       
Cliente 852  | Instalación 214 | 6,00    | 6,00     | 100,0 %       
Cliente 853  | Instalación 276 | 6,00    | 6,00     | 100,0 %       
Cliente 854  | Instalación 335 | 8,00    | 8,00     | 100,0 %       
Cliente 855  | Instalación 14  | 17,00   | 15,00    | 88,2 %        
Cliente 855  | Instalación 314 | 17,00   | 2,00     | 11,8 %        
Cliente 856  | Instalación 189 | 5,00    | 5,00     | 100,0 %       
Cliente 857  | Instalación 295 | 12,00   | 12,00    | 100,0 %       
Cliente 858  | Instalación 45  | 17,00   | 17,00    | 100,0 %       
Cliente 859  | Instalación 37  | 14,00   | 14,00    | 100,0 %       
Cliente 860  | Instalación 499 | 7,00    | 7,00     | 100,0 %       
Cliente 861  | Instalación 151 | 15,00   | 15,00    | 100,0 %       
Cliente 862  | Instalación 83  | 7,00    | 7,00     | 100,0 %       
Cliente 863  | Instalación 474 | 11,00   | 11,00    | 100,0 %       
Cliente 864  | Instalación 54  | 5,00    | 5,00     | 100,0 %       
Cliente 865  | Instalación 190 | 17,00   | 17,00    | 100,0 %       
Cliente 866  | Instalación 16  | 9,00    | 2,00     | 22,2 %        
Cliente 866  | Instalación 213 | 9,00    | 1,00     | 11,1 %        
Cliente 866  | Instalación 406 | 9,00    | 2,00     | 22,2 %        
Cliente 866  | Instalación 424 | 9,00    | 2,00     | 22,2 %        
Cliente 866  | Instalación 468 | 9,00    | 1,00     | 11,1 %        
Cliente 866  | Instalación 473 | 9,00    | 1,00     | 11,1 %        
Cliente 867  | Instalación 151 | 19,00   | 19,00    | 100,0 %       
Cliente 868  | Instalación 166 | 20,00   | 19,00    | 95,0 %        
Cliente 868  | Instalación 177 | 20,00   | 1,00     | 5,0 %         
Cliente 869  | Instalación 363 | 5,00    | 5,00     | 100,0 %       
Cliente 870  | Instalación 39  | 17,00   | 3,00     | 17,6 %        
Cliente 870  | Instalación 289 | 17,00   | 14,00    | 82,4 %        
Cliente 871  | Instalación 11  | 7,00    | 7,00     | 100,0 %       
Cliente 872  | Instalación 12  | 9,00    | 9,00     | 100,0 %       
Cliente 873  | Instalación 197 | 16,00   | 1,00     | 6,3 %         
Cliente 873  | Instalación 204 | 16,00   | 4,00     | 25,0 %        
Cliente 873  | Instalación 389 | 16,00   | 11,00    | 68,8 %        
Cliente 874  | Instalación 259 | 20,00   | 20,00    | 100,0 %       
Cliente 875  | Instalación 342 | 5,00    | 5,00     | 100,0 %       
Cliente 876  | Instalación 347 | 18,00   | 18,00    | 100,0 %       
Cliente 877  | Instalación 223 | 17,00   | 17,00    | 100,0 %       
Cliente 878  | Instalación 47  | 16,00   | 16,00    | 100,0 %       
Cliente 879  | Instalación 169 | 6,00    | 6,00     | 100,0 %       
Cliente 880  | Instalación 441 | 11,00   | 11,00    | 100,0 %       
Cliente 881  | Instalación 300 | 5,00    | 5,00     | 100,0 %       
Cliente 882  | Instalación 455 | 11,00   | 11,00    | 100,0 %       
Cliente 883  | Instalación 31  | 5,00    | 2,00     | 40,0 %        
Cliente 883  | Instalación 45  | 5,00    | 2,00     | 40,0 %        
Cliente 883  | Instalación 192 | 5,00    | 1,00     | 20,0 %        
Cliente 884  | Instalación 118 | 6,00    | 6,00     | 100,0 %       
Cliente 885  | Instalación 31  | 19,00   | 19,00    | 100,0 %       
Cliente 886  | Instalación 396 | 16,00   | 16,00    | 100,0 %       
Cliente 887  | Instalación 359 | 7,00    | 6,00     | 85,7 %        
Cliente 887  | Instalación 360 | 7,00    | 1,00     | 14,3 %        
Cliente 888  | Instalación 187 | 15,00   | 2,00     | 13,3 %        
Cliente 888  | Instalación 212 | 15,00   | 13,00    | 86,7 %        
Cliente 889  | Instalación 422 | 8,00    | 8,00     | 100,0 %       
Cliente 890  | Instalación 416 | 5,00    | 5,00     | 100,0 %       
Cliente 891  | Instalación 405 | 15,00   | 15,00    | 100,0 %       
Cliente 892  | Instalación 148 | 19,00   | 19,00    | 100,0 %       
Cliente 893  | Instalación 300 | 16,00   | 16,00    | 100,0 %       
Cliente 894  | Instalación 33  | 14,00   | 14,00    | 100,0 %       
Cliente 895  | Instalación 211 | 20,00   | 20,00    | 100,0 %       
Cliente 896  | Instalación 452 | 19,00   | 19,00    | 100,0 %       
Cliente 897  | Instalación 306 | 14,00   | 11,00    | 78,6 %        
Cliente 897  | Instalación 347 | 14,00   | 3,00     | 21,4 %        
Cliente 898  | Instalación 411 | 13,00   | 13,00    | 100,0 %       
Cliente 899  | Instalación 113 | 15,00   | 15,00    | 100,0 %       
Cliente 900  | Instalación 143 | 7,00    | 7,00     | 100,0 %       
Cliente 901  | Instalación 417 | 8,00    | 8,00     | 100,0 %       
Cliente 902  | Instalación 391 | 6,00    | 6,00     | 100,0 %       
Cliente 903  | Instalación 498 | 13,00   | 13,00    | 100,0 %       
Cliente 904  | Instalación 151 | 17,00   | 17,00    | 100,0 %       
Cliente 905  | Instalación 22  | 6,00    | 6,00     | 100,0 %       
Cliente 906  | Instalación 450 | 12,00   | 12,00    | 100,0 %       
Cliente 907  | Instalación 91  | 19,00   | 19,00    | 100,0 %       
Cliente 908  | Instalación 194 | 16,00   | 16,00    | 100,0 %       
Cliente 909  | Instalación 479 | 12,00   | 12,00    | 100,0 %       
Cliente 910  | Instalación 9   | 19,00   | 19,00    | 100,0 %       
Cliente 911  | Instalación 285 | 10,00   | 10,00    | 100,0 %       
Cliente 912  | Instalación 400 | 10,00   | 10,00    | 100,0 %       
Cliente 913  | Instalación 33  | 19,00   | 19,00    | 100,0 %       
Cliente 914  | Instalación 119 | 15,00   | 15,00    | 100,0 %       
Cliente 915  | Instalación 106 | 5,00    | 5,00     | 100,0 %       
Cliente 916  | Instalación 33  | 15,00   | 15,00    | 100,0 %       
Cliente 917  | Instalación 444 | 18,00   | 17,00    | 94,4 %        
Cliente 917  | Instalación 456 | 18,00   | 1,00     | 5,6 %         
Cliente 918  | Instalación 312 | 17,00   | 17,00    | 100,0 %       
Cliente 919  | Instalación 486 | 8,00    | 8,00     | 100,0 %       
Cliente 920  | Instalación 417 | 16,00   | 16,00    | 100,0 %       
Cliente 921  | Instalación 255 | 7,00    | 7,00     | 100,0 %       
Cliente 922  | Instalación 148 | 20,00   | 20,00    | 100,0 %       
Cliente 923  | Instalación 155 | 9,00    | 9,00     | 100,0 %       
Cliente 924  | Instalación 190 | 18,00   | 18,00    | 100,0 %       
Cliente 925  | Instalación 18  | 16,00   | 10,00    | 62,5 %        
Cliente 925  | Instalación 37  | 16,00   | 6,00     | 37,5 %        
Cliente 926  | Instalación 473 | 11,00   | 11,00    | 100,0 %       
Cliente 927  | Instalación 52  | 5,00    | 5,00     | 100,0 %       
Cliente 928  | Instalación 49  | 16,00   | 16,00    | 100,0 %       
Cliente 929  | Instalación 400 | 19,00   | 19,00    | 100,0 %       
Cliente 930  | Instalación 254 | 17,00   | 17,00    | 100,0 %       
Cliente 931  | Instalación 34  | 19,00   | 19,00    | 100,0 %       
Cliente 932  | Instalación 185 | 15,00   | 15,00    | 100,0 %       
Cliente 933  | Instalación 125 | 8,00    | 8,00     | 100,0 %       
Cliente 934  | Instalación 66  | 9,00    | 9,00     | 100,0 %       
Cliente 935  | Instalación 347 | 7,00    | 7,00     | 100,0 %       
Cliente 936  | Instalación 361 | 19,00   | 19,00    | 100,0 %       
Cliente 937  | Instalación 369 | 9,00    | 9,00     | 100,0 %       
Cliente 938  | Instalación 185 | 8,00    | 8,00     | 100,0 %       
Cliente 939  | Instalación 56  | 19,00   | 16,00    | 84,2 %        
Cliente 939  | Instalación 412 | 19,00   | 3,00     | 15,8 %        
Cliente 940  | Instalación 118 | 9,00    | 9,00     | 100,0 %       
Cliente 941  | Instalación 389 | 7,00    | 7,00     | 100,0 %       
Cliente 942  | Instalación 31  | 16,00   | 16,00    | 100,0 %       
Cliente 943  | Instalación 368 | 7,00    | 7,00     | 100,0 %       
Cliente 944  | Instalación 451 | 9,00    | 9,00     | 100,0 %       
Cliente 945  | Instalación 364 | 15,00   | 6,00     | 40,0 %        
Cliente 945  | Instalación 457 | 15,00   | 9,00     | 60,0 %        
Cliente 946  | Instalación 395 | 19,00   | 19,00    | 100,0 %       
Cliente 947  | Instalación 360 | 19,00   | 19,00    | 100,0 %       
Cliente 948  | Instalación 73  | 15,00   | 9,00     | 60,0 %        
Cliente 948  | Instalación 119 | 15,00   | 6,00     | 40,0 %        
Cliente 949  | Instalación 358 | 13,00   | 13,00    | 100,0 %       
Cliente 950  | Instalación 197 | 8,00    | 8,00     | 100,0 %       
Cliente 951  | Instalación 358 | 15,00   | 15,00    | 100,0 %       
Cliente 952  | Instalación 45  | 10,00   | 10,00    | 100,0 %       
Cliente 953  | Instalación 399 | 7,00    | 7,00     | 100,0 %       
Cliente 954  | Instalación 221 | 15,00   | 15,00    | 100,0 %       
Cliente 955  | Instalación 287 | 9,00    | 9,00     | 100,0 %       
Cliente 956  | Instalación 261 | 7,00    | 7,00     | 100,0 %       
Cliente 957  | Instalación 276 | 9,00    | 9,00     | 100,0 %       
Cliente 958  | Instalación 365 | 10,00   | 10,00    | 100,0 %       
Cliente 959  | Instalación 367 | 9,00    | 9,00     | 100,0 %       
Cliente 960  | Instalación 360 | 8,00    | 8,00     | 100,0 %       
Cliente 961  | Instalación 33  | 10,00   | 10,00    | 100,0 %       
Cliente 962  | Instalación 484 | 20,00   | 20,00    | 100,0 %       
Cliente 963  | Instalación 486 | 7,00    | 7,00     | 100,0 %       
Cliente 964  | Instalación 159 | 6,00    | 6,00     | 100,0 %       
Cliente 965  | Instalación 8   | 6,00    | 6,00     | 100,0 %       
Cliente 966  | Instalación 356 | 18,00   | 18,00    | 100,0 %       
Cliente 967  | Instalación 157 | 11,00   | 11,00    | 100,0 %       
Cliente 968  | Instalación 73  | 18,00   | 18,00    | 100,0 %       
Cliente 969  | Instalación 395 | 8,00    | 8,00     | 100,0 %       
Cliente 970  | Instalación 422 | 13,00   | 13,00    | 100,0 %       
Cliente 971  | Instalación 115 | 20,00   | 3,00     | 15,0 %        
Cliente 971  | Instalación 172 | 20,00   | 17,00    | 85,0 %        
Cliente 972  | Instalación 440 | 15,00   | 15,00    | 100,0 %       
Cliente 973  | Instalación 29  | 18,00   | 18,00    | 100,0 %       
Cliente 974  | Instalación 411 | 20,00   | 20,00    | 100,0 %       
Cliente 975  | Instalación 396 | 19,00   | 19,00    | 100,0 %       
Cliente 976  | Instalación 206 | 15,00   | 15,00    | 100,0 %       
Cliente 977  | Instalación 327 | 11,00   | 11,00    | 100,0 %       
Cliente 978  | Instalación 251 | 17,00   | 17,00    | 100,0 %       
Cliente 979  | Instalación 442 | 19,00   | 19,00    | 100,0 %       
Cliente 980  | Instalación 107 | 19,00   | 7,00     | 36,8 %        
Cliente 980  | Instalación 191 | 19,00   | 12,00    | 63,2 %        
Cliente 981  | Instalación 251 | 8,00    | 8,00     | 100,0 %       
Cliente 982  | Instalación 436 | 19,00   | 19,00    | 100,0 %       
Cliente 983  | Instalación 245 | 7,00    | 7,00     | 100,0 %       
Cliente 984  | Instalación 151 | 10,00   | 10,00    | 100,0 %       
Cliente 985  | Instalación 399 | 6,00    | 6,00     | 100,0 %       
Cliente 986  | Instalación 426 | 5,00    | 5,00     | 100,0 %       
Cliente 987  | Instalación 482 | 10,00   | 10,00    | 100,0 %       
Cliente 988  | Instalación 77  | 16,00   | 16,00    | 100,0 %       
Cliente 989  | Instalación 20  | 10,00   | 2,00     | 20,0 %        
Cliente 989  | Instalación 369 | 10,00   | 8,00     | 80,0 %        
Cliente 990  | Instalación 232 | 6,00    | 6,00     | 100,0 %       
Cliente 991  | Instalación 304 | 20,00   | 20,00    | 100,0 %       
Cliente 992  | Instalación 102 | 19,00   | 19,00    | 100,0 %       
Cliente 993  | Instalación 496 | 6,00    | 6,00     | 100,0 %       
Cliente 994  | Instalación 60  | 18,00   | 9,00     | 50,0 %        
Cliente 994  | Instalación 166 | 18,00   | 3,00     | 16,7 %        
Cliente 994  | Instalación 226 | 18,00   | 6,00     | 33,3 %        
Cliente 995  | Instalación 11  | 14,00   | 10,00    | 71,4 %        
Cliente 995  | Instalación 211 | 14,00   | 4,00     | 28,6 %        
Cliente 996  | Instalación 185 | 8,00    | 8,00     | 100,0 %       
Cliente 997  | Instalación 68  | 9,00    | 9,00     | 100,0 %       
Cliente 998  | Instalación 54  | 19,00   | 19,00    | 100,0 %       
Cliente 999  | Instalación 138 | 15,00   | 15,00    | 100,0 %       
Cliente 1000 | Instalación 295 | 16,00   | 16,00    | 100,0 %       
