
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente      | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 710  | Instalación 42  | 8,00         | 4,00               | 32,00   
Cliente 711  | Instalación 255 | 10,00        | 5,00               | 50,00   
Cliente 712  | Instalación 194 | 12,00        | 6,00               | 72,00   
Cliente 712  | Instalación 453 | 3,00         | 4,00               | 12,00   
Cliente 713  | Instalación 113 | 5,00         | 8,00               | 40,00   
Cliente 714  | Instalación 365 | 8,00         | 3,00               | 24,00   
Cliente 715  | Instalación 237 | 2,00         | 4,00               | 8,00    
Cliente 715  | Instalación 280 | 4,00         | 2,00               | 8,00    
Cliente 716  | Instalación 113 | 19,00        | 1,00               | 19,00   
Cliente 717  | Instalación 34  | 16,00        | 3,00               | 48,00   
Cliente 718  | Instalación 364 | 13,00        | 2,00               | 26,00   
Cliente 719  | Instalación 425 | 5,00         | 9,00               | 45,00   
Cliente 720  | Instalación 66  | 15,00        | 4,00               | 60,00   
Cliente 721  | Instalación 16  | 7,00         | 7,00               | 49,00   
Cliente 722  | Instalación 372 | 11,00        | 4,00               | 44,00   
Cliente 723  | Instalación 251 | 7,00         | 1,00               | 7,00    
Cliente 724  | Instalación 244 | 19,00        | 4,00               | 76,00   
Cliente 725  | Instalación 293 | 16,00        | 5,00               | 80,00   
Cliente 726  | Instalación 212 | 10,00        | 6,00               | 60,00   
Cliente 727  | Instalación 369 | 16,00        | 7,00               | 112,00  
Cliente 728  | Instalación 496 | 11,00        | 4,00               | 44,00   
Cliente 729  | Instalación 29  | 5,00         | 5,00               | 25,00   
Cliente 729  | Instalación 365 | 13,00        | 7,00               | 91,00   
Cliente 730  | Instalación 212 | 14,00        | 3,00               | 42,00   
Cliente 731  | Instalación 491 | 13,00        | 2,00               | 26,00   
Cliente 732  | Instalación 486 | 14,00        | 7,00               | 98,00   
Cliente 733  | Instalación 189 | 17,00        | 6,00               | 102,00  
Cliente 734  | Instalación 417 | 14,00        | 6,00               | 84,00   
Cliente 735  | Instalación 115 | 15,00        | 3,00               | 45,00   
Cliente 736  | Instalación 302 | 9,00         | 1,00               | 9,00    
Cliente 737  | Instalación 143 | 12,00        | 4,00               | 48,00   
Cliente 738  | Instalación 276 | 6,00         | 2,00               | 12,00   
Cliente 739  | Instalación 68  | 18,00        | 6,00               | 108,00  
Cliente 740  | Instalación 182 | 6,00         | 3,00               | 18,00   
Cliente 741  | Instalación 361 | 16,00        | 4,00               | 64,00   
Cliente 742  | Instalación 12  | 3,00         | 4,00               | 12,00   
Cliente 742  | Instalación 342 | 7,00         | 7,00               | 49,00   
Cliente 742  | Instalación 406 | 4,00         | 3,00               | 12,00   
Cliente 742  | Instalación 473 | 1,00         | 5,00               | 5,00    
Cliente 743  | Instalación 231 | 13,00        | 2,00               | 26,00   
Cliente 744  | Instalación 50  | 2,00         | 4,00               | 8,00    
Cliente 744  | Instalación 241 | 1,00         | 4,00               | 4,00    
Cliente 744  | Instalación 308 | 2,00         | 3,00               | 6,00    
Cliente 744  | Instalación 461 | 10,00        | 4,00               | 40,00   
Cliente 745  | Instalación 167 | 20,00        | 1,00               | 20,00   
Cliente 746  | Instalación 450 | 7,00         | 4,00               | 28,00   
Cliente 747  | Instalación 137 | 11,00        | 1,00               | 11,00   
Cliente 747  | Instalación 476 | 9,00         | 3,00               | 27,00   
Cliente 748  | Instalación 468 | 19,00        | 5,00               | 95,00   
Cliente 749  | Instalación 109 | 17,00        | 2,00               | 34,00   
Cliente 750  | Instalación 495 | 14,00        | 1,00               | 14,00   
Cliente 751  | Instalación 368 | 11,00        | 6,00               | 66,00   
Cliente 752  | Instalación 0   | 14,00        | 4,00               | 56,00   
Cliente 753  | Instalación 43  | 7,00         | 2,00               | 14,00   
Cliente 753  | Instalación 486 | 1,00         | 8,00               | 8,00    
Cliente 754  | Instalación 117 | 14,00        | 3,00               | 42,00   
Cliente 755  | Instalación 339 | 9,00         | 1,00               | 9,00    
Cliente 756  | Instalación 250 | 11,00        | 3,00               | 33,00   
Cliente 757  | Instalación 135 | 6,00         | 6,00               | 36,00   
Cliente 758  | Instalación 279 | 7,00         | 5,00               | 35,00   
Cliente 759  | Instalación 194 | 17,00        | 5,00               | 85,00   
Cliente 760  | Instalación 68  | 20,00        | 6,00               | 120,00  
Cliente 761  | Instalación 213 | 6,00         | 3,00               | 18,00   
Cliente 762  | Instalación 391 | 18,00        | 1,00               | 18,00   
Cliente 763  | Instalación 180 | 6,00         | 5,00               | 30,00   
Cliente 764  | Instalación 182 | 10,00        | 2,00               | 20,00   
Cliente 765  | Instalación 188 | 10,00        | 4,00               | 40,00   
Cliente 765  | Instalación 372 | 1,00         | 6,00               | 6,00    
Cliente 766  | Instalación 77  | 19,00        | 1,00               | 19,00   
Cliente 767  | Instalación 137 | 9,00         | 1,00               | 9,00    
Cliente 768  | Instalación 475 | 9,00         | 4,00               | 36,00   
Cliente 769  | Instalación 389 | 5,00         | 5,00               | 25,00   
Cliente 770  | Instalación 192 | 16,00        | 2,00               | 32,00   
Cliente 771  | Instalación 42  | 9,00         | 9,00               | 81,00   
Cliente 771  | Instalación 185 | 2,00         | 6,00               | 12,00   
Cliente 772  | Instalación 182 | 11,00        | 5,00               | 55,00   
Cliente 773  | Instalación 159 | 9,00         | 8,00               | 72,00   
Cliente 774  | Instalación 425 | 15,00        | 2,00               | 30,00   
Cliente 775  | Instalación 106 | 5,00         | 0,00               | 0,00    
Cliente 776  | Instalación 302 | 7,00         | 2,00               | 14,00   
Cliente 777  | Instalación 332 | 19,00        | 4,00               | 76,00   
Cliente 778  | Instalación 95  | 12,00        | 7,00               | 84,00   
Cliente 779  | Instalación 54  | 6,00         | 11,00              | 66,00   
Cliente 779  | Instalación 411 | 13,00        | 11,00              | 143,00  
Cliente 780  | Instalación 409 | 17,00        | 6,00               | 102,00  
Cliente 781  | Instalación 138 | 19,00        | 1,00               | 19,00   
Cliente 782  | Instalación 115 | 19,00        | 9,00               | 171,00  
Cliente 783  | Instalación 311 | 11,00        | 3,00               | 33,00   
Cliente 784  | Instalación 458 | 13,00        | 2,00               | 26,00   
Cliente 785  | Instalación 259 | 4,00         | 6,00               | 24,00   
Cliente 785  | Instalación 403 | 4,00         | 6,00               | 24,00   
Cliente 786  | Instalación 308 | 16,00        | 1,00               | 16,00   
Cliente 787  | Instalación 112 | 10,00        | 6,00               | 60,00   
Cliente 788  | Instalación 6   | 8,00         | 1,00               | 8,00    
Cliente 789  | Instalación 369 | 18,00        | 5,00               | 90,00   
Cliente 790  | Instalación 344 | 13,00        | 1,00               | 13,00   
Cliente 791  | Instalación 204 | 13,00        | 5,00               | 65,00   
Cliente 792  | Instalación 188 | 16,00        | 4,00               | 64,00   
Cliente 793  | Instalación 8   | 17,00        | 2,00               | 34,00   
Cliente 794  | Instalación 49  | 19,00        | 2,00               | 38,00   
Cliente 795  | Instalación 64  | 5,00         | 12,00              | 60,00   
Cliente 795  | Instalación 115 | 1,00         | 11,00              | 11,00   
Cliente 796  | Instalación 79  | 6,00         | 2,00               | 12,00   
Cliente 796  | Instalación 230 | 4,00         | 1,00               | 4,00    
Cliente 797  | Instalación 16  | 8,00         | 5,00               | 40,00   
Cliente 798  | Instalación 138 | 20,00        | 6,00               | 120,00  
Cliente 799  | Instalación 266 | 7,00         | 6,00               | 42,00   
Cliente 800  | Instalación 115 | 8,00         | 8,00               | 64,00   
Cliente 801  | Instalación 411 | 13,00        | 6,00               | 78,00   
Cliente 802  | Instalación 482 | 17,00        | 2,00               | 34,00   
Cliente 803  | Instalación 267 | 17,00        | 2,00               | 34,00   
Cliente 804  | Instalación 16  | 15,00        | 8,00               | 120,00  
Cliente 805  | Instalación 241 | 18,00        | 4,00               | 72,00   
Cliente 806  | Instalación 237 | 17,00        | 2,00               | 34,00   
Cliente 807  | Instalación 68  | 17,00        | 1,00               | 17,00   
Cliente 808  | Instalación 69  | 15,00        | 2,00               | 30,00   
Cliente 809  | Instalación 230 | 7,00         | 3,00               | 21,00   
Cliente 810  | Instalación 415 | 14,00        | 5,00               | 70,00   
Cliente 811  | Instalación 46  | 6,00         | 6,00               | 36,00   
Cliente 811  | Instalación 497 | 13,00        | 1,00               | 13,00   
Cliente 812  | Instalación 468 | 9,00         | 4,00               | 36,00   
Cliente 813  | Instalación 20  | 18,00        | 6,00               | 108,00  
Cliente 814  | Instalación 278 | 12,00        | 1,00               | 12,00   
Cliente 814  | Instalación 312 | 6,00         | 1,00               | 6,00    
Cliente 815  | Instalación 186 | 11,00        | 3,00               | 33,00   
Cliente 816  | Instalación 115 | 17,00        | 1,00               | 17,00   
Cliente 817  | Instalación 56  | 8,00         | 1,00               | 8,00    
Cliente 818  | Instalación 150 | 12,00        | 4,00               | 48,00   
Cliente 819  | Instalación 257 | 6,00         | 10,00              | 60,00   
Cliente 820  | Instalación 436 | 12,00        | 4,00               | 48,00   
Cliente 821  | Instalación 453 | 15,00        | 6,00               | 90,00   
Cliente 822  | Instalación 146 | 15,00        | 3,00               | 45,00   
Cliente 823  | Instalación 356 | 5,00         | 3,00               | 15,00   
Cliente 824  | Instalación 194 | 8,00         | 5,00               | 40,00   
Cliente 825  | Instalación 73  | 15,00        | 2,00               | 30,00   
Cliente 826  | Instalación 64  | 1,00         | 9,00               | 9,00    
Cliente 826  | Instalación 188 | 19,00        | 4,00               | 76,00   
Cliente 827  | Instalación 344 | 12,00        | 4,00               | 48,00   
Cliente 828  | Instalación 171 | 14,00        | 5,00               | 70,00   
Cliente 829  | Instalación 109 | 7,00         | 4,00               | 28,00   
Cliente 830  | Instalación 436 | 8,00         | 2,00               | 16,00   
Cliente 831  | Instalación 372 | 5,00         | 2,00               | 10,00   
Cliente 832  | Instalación 180 | 7,00         | 2,00               | 14,00   
Cliente 832  | Instalación 189 | 11,00        | 4,00               | 44,00   
Cliente 833  | Instalación 420 | 7,00         | 4,00               | 28,00   
Cliente 834  | Instalación 212 | 12,00        | 3,00               | 36,00   
Cliente 835  | Instalación 427 | 10,00        | 3,00               | 30,00   
Cliente 836  | Instalación 441 | 16,00        | 4,00               | 64,00   
Cliente 837  | Instalación 113 | 5,00         | 7,00               | 35,00   
Cliente 838  | Instalación 192 | 6,00         | 4,00               | 24,00   
Cliente 839  | Instalación 55  | 18,00        | 2,00               | 36,00   
Cliente 840  | Instalación 151 | 10,00        | 4,00               | 40,00   
Cliente 841  | Instalación 450 | 6,00         | 7,00               | 42,00   
Cliente 842  | Instalación 113 | 19,00        | 3,00               | 57,00   
Cliente 843  | Instalación 11  | 13,00        | 2,00               | 26,00   
Cliente 844  | Instalación 60  | 8,00         | 4,00               | 32,00   
Cliente 844  | Instalación 226 | 3,00         | 4,00               | 12,00   
Cliente 844  | Instalación 482 | 8,00         | 5,00               | 40,00   
Cliente 845  | Instalación 444 | 11,00        | 1,00               | 11,00   
Cliente 846  | Instalación 364 | 20,00        | 3,00               | 60,00   
Cliente 847  | Instalación 409 | 17,00        | 9,00               | 153,00  
Cliente 848  | Instalación 189 | 7,00         | 3,00               | 21,00   
Cliente 849  | Instalación 351 | 10,00        | 4,00               | 40,00   
Cliente 849  | Instalación 409 | 2,00         | 4,00               | 8,00    
Cliente 850  | Instalación 485 | 11,00        | 8,00               | 88,00   
Cliente 851  | Instalación 233 | 17,00        | 4,00               | 68,00   
Cliente 852  | Instalación 214 | 6,00         | 6,00               | 36,00   
Cliente 853  | Instalación 276 | 6,00         | 4,00               | 24,00   
Cliente 854  | Instalación 335 | 8,00         | 2,00               | 16,00   
Cliente 855  | Instalación 14  | 15,00        | 3,00               | 45,00   
Cliente 855  | Instalación 314 | 2,00         | 3,00               | 6,00    
Cliente 856  | Instalación 189 | 5,00         | 2,00               | 10,00   
Cliente 857  | Instalación 295 | 12,00        | 3,00               | 36,00   
Cliente 858  | Instalación 45  | 17,00        | 0,00               | 0,00    
Cliente 859  | Instalación 37  | 14,00        | 1,00               | 14,00   
Cliente 860  | Instalación 499 | 7,00         | 4,00               | 28,00   
Cliente 861  | Instalación 151 | 15,00        | 3,00               | 45,00   
Cliente 862  | Instalación 83  | 7,00         | 2,00               | 14,00   
Cliente 863  | Instalación 474 | 11,00        | 4,00               | 44,00   
Cliente 864  | Instalación 54  | 5,00         | 9,00               | 45,00   
Cliente 865  | Instalación 190 | 17,00        | 9,00               | 153,00  
Cliente 866  | Instalación 16  | 2,00         | 6,00               | 12,00   
Cliente 866  | Instalación 213 | 1,00         | 7,00               | 7,00    
Cliente 866  | Instalación 406 | 2,00         | 7,00               | 14,00   
Cliente 866  | Instalación 424 | 2,00         | 6,00               | 12,00   
Cliente 866  | Instalación 468 | 1,00         | 6,00               | 6,00    
Cliente 866  | Instalación 473 | 1,00         | 7,00               | 7,00    
Cliente 867  | Instalación 151 | 19,00        | 4,00               | 76,00   
Cliente 868  | Instalación 166 | 19,00        | 6,00               | 114,00  
Cliente 868  | Instalación 177 | 1,00         | 5,00               | 5,00    
Cliente 869  | Instalación 363 | 5,00         | 4,00               | 20,00   
Cliente 870  | Instalación 39  | 3,00         | 3,00               | 9,00    
Cliente 870  | Instalación 289 | 14,00        | 6,00               | 84,00   
Cliente 871  | Instalación 11  | 7,00         | 5,00               | 35,00   
Cliente 872  | Instalación 12  | 9,00         | 2,00               | 18,00   
Cliente 873  | Instalación 197 | 1,00         | 4,00               | 4,00    
Cliente 873  | Instalación 204 | 4,00         | 4,00               | 16,00   
Cliente 873  | Instalación 389 | 11,00        | 6,00               | 66,00   
Cliente 874  | Instalación 259 | 20,00        | 1,00               | 20,00   
Cliente 875  | Instalación 342 | 5,00         | 2,00               | 10,00   
Cliente 876  | Instalación 347 | 18,00        | 2,00               | 36,00   
Cliente 877  | Instalación 223 | 17,00        | 3,00               | 51,00   
Cliente 878  | Instalación 47  | 16,00        | 1,00               | 16,00   
Cliente 879  | Instalación 169 | 6,00         | 5,00               | 30,00   
Cliente 880  | Instalación 441 | 11,00        | 1,00               | 11,00   
Cliente 881  | Instalación 300 | 5,00         | 4,00               | 20,00   
Cliente 882  | Instalación 455 | 11,00        | 2,00               | 22,00   
Cliente 883  | Instalación 31  | 2,00         | 8,00               | 16,00   
Cliente 883  | Instalación 45  | 2,00         | 9,00               | 18,00   
Cliente 883  | Instalación 192 | 1,00         | 4,00               | 4,00    
Cliente 884  | Instalación 118 | 6,00         | 1,00               | 6,00    
Cliente 885  | Instalación 31  | 19,00        | 1,00               | 19,00   
Cliente 886  | Instalación 396 | 16,00        | 3,00               | 48,00   
Cliente 887  | Instalación 359 | 6,00         | 5,00               | 30,00   
Cliente 887  | Instalación 360 | 1,00         | 3,00               | 3,00    
Cliente 888  | Instalación 187 | 2,00         | 6,00               | 12,00   
Cliente 888  | Instalación 212 | 13,00        | 9,00               | 117,00  
Cliente 889  | Instalación 422 | 8,00         | 1,00               | 8,00    
Cliente 890  | Instalación 416 | 5,00         | 3,00               | 15,00   
Cliente 891  | Instalación 405 | 15,00        | 1,00               | 15,00   
Cliente 892  | Instalación 148 | 19,00        | 1,00               | 19,00   
Cliente 893  | Instalación 300 | 16,00        | 4,00               | 64,00   
Cliente 894  | Instalación 33  | 14,00        | 5,00               | 70,00   
Cliente 895  | Instalación 211 | 20,00        | 5,00               | 100,00  
Cliente 896  | Instalación 452 | 19,00        | 8,00               | 152,00  
Cliente 897  | Instalación 306 | 11,00        | 3,00               | 33,00   
Cliente 897  | Instalación 347 | 3,00         | 2,00               | 6,00    
Cliente 898  | Instalación 411 | 13,00        | 3,00               | 39,00   
Cliente 899  | Instalación 113 | 15,00        | 5,00               | 75,00   
Cliente 900  | Instalación 143 | 7,00         | 4,00               | 28,00   
Cliente 901  | Instalación 417 | 8,00         | 4,00               | 32,00   
Cliente 902  | Instalación 391 | 6,00         | 4,00               | 24,00   
Cliente 903  | Instalación 498 | 13,00        | 4,00               | 52,00   
Cliente 904  | Instalación 151 | 17,00        | 2,00               | 34,00   
Cliente 905  | Instalación 22  | 6,00         | 6,00               | 36,00   
Cliente 906  | Instalación 450 | 12,00        | 5,00               | 60,00   
Cliente 907  | Instalación 91  | 19,00        | 4,00               | 76,00   
Cliente 908  | Instalación 194 | 16,00        | 4,00               | 64,00   
Cliente 909  | Instalación 479 | 12,00        | 1,00               | 12,00   
Cliente 910  | Instalación 9   | 19,00        | 8,00               | 152,00  
Cliente 911  | Instalación 285 | 10,00        | 2,00               | 20,00   
Cliente 912  | Instalación 400 | 10,00        | 4,00               | 40,00   
Cliente 913  | Instalación 33  | 19,00        | 3,00               | 57,00   
Cliente 914  | Instalación 119 | 15,00        | 1,00               | 15,00   
Cliente 915  | Instalación 106 | 5,00         | 2,00               | 10,00   
Cliente 916  | Instalación 33  | 15,00        | 5,00               | 75,00   
Cliente 917  | Instalación 444 | 17,00        | 4,00               | 68,00   
Cliente 917  | Instalación 456 | 1,00         | 1,00               | 1,00    
Cliente 918  | Instalación 312 | 17,00        | 1,00               | 17,00   
Cliente 919  | Instalación 486 | 8,00         | 3,00               | 24,00   
Cliente 920  | Instalación 417 | 16,00        | 1,00               | 16,00   
Cliente 921  | Instalación 255 | 7,00         | 3,00               | 21,00   
Cliente 922  | Instalación 148 | 20,00        | 1,00               | 20,00   
Cliente 923  | Instalación 155 | 9,00         | 4,00               | 36,00   
Cliente 924  | Instalación 190 | 18,00        | 1,00               | 18,00   
Cliente 925  | Instalación 18  | 10,00        | 4,00               | 40,00   
Cliente 925  | Instalación 37  | 6,00         | 6,00               | 36,00   
Cliente 926  | Instalación 473 | 11,00        | 1,00               | 11,00   
Cliente 927  | Instalación 52  | 5,00         | 4,00               | 20,00   
Cliente 928  | Instalación 49  | 16,00        | 1,00               | 16,00   
Cliente 929  | Instalación 400 | 19,00        | 4,00               | 76,00   
Cliente 930  | Instalación 254 | 17,00        | 4,00               | 68,00   
Cliente 931  | Instalación 34  | 19,00        | 4,00               | 76,00   
Cliente 932  | Instalación 185 | 15,00        | 4,00               | 60,00   
Cliente 933  | Instalación 125 | 8,00         | 5,00               | 40,00   
Cliente 934  | Instalación 66  | 9,00         | 4,00               | 36,00   
Cliente 935  | Instalación 347 | 7,00         | 1,00               | 7,00    
Cliente 936  | Instalación 361 | 19,00        | 4,00               | 76,00   
Cliente 937  | Instalación 369 | 9,00         | 3,00               | 27,00   
Cliente 938  | Instalación 185 | 8,00         | 1,00               | 8,00    
Cliente 939  | Instalación 56  | 16,00        | 7,00               | 112,00  
Cliente 939  | Instalación 412 | 3,00         | 6,00               | 18,00   
Cliente 940  | Instalación 118 | 9,00         | 3,00               | 27,00   
Cliente 941  | Instalación 389 | 7,00         | 4,00               | 28,00   
Cliente 942  | Instalación 31  | 16,00        | 2,00               | 32,00   
Cliente 943  | Instalación 368 | 7,00         | 5,00               | 35,00   
Cliente 944  | Instalación 451 | 9,00         | 7,00               | 63,00   
Cliente 945  | Instalación 364 | 6,00         | 5,00               | 30,00   
Cliente 945  | Instalación 457 | 9,00         | 4,00               | 36,00   
Cliente 946  | Instalación 395 | 19,00        | 1,00               | 19,00   
Cliente 947  | Instalación 360 | 19,00        | 4,00               | 76,00   
Cliente 948  | Instalación 73  | 9,00         | 7,00               | 63,00   
Cliente 948  | Instalación 119 | 6,00         | 8,00               | 48,00   
Cliente 949  | Instalación 358 | 13,00        | 2,00               | 26,00   
Cliente 950  | Instalación 197 | 8,00         | 3,00               | 24,00   
Cliente 951  | Instalación 358 | 15,00        | 5,00               | 75,00   
Cliente 952  | Instalación 45  | 10,00        | 1,00               | 10,00   
Cliente 953  | Instalación 399 | 7,00         | 4,00               | 28,00   
Cliente 954  | Instalación 221 | 15,00        | 4,00               | 60,00   
Cliente 955  | Instalación 287 | 9,00         | 3,00               | 27,00   
Cliente 956  | Instalación 261 | 7,00         | 3,00               | 21,00   
Cliente 957  | Instalación 276 | 9,00         | 1,00               | 9,00    
Cliente 958  | Instalación 365 | 10,00        | 1,00               | 10,00   
Cliente 959  | Instalación 367 | 9,00         | 2,00               | 18,00   
Cliente 960  | Instalación 360 | 8,00         | 3,00               | 24,00   
Cliente 961  | Instalación 33  | 10,00        | 1,00               | 10,00   
Cliente 962  | Instalación 484 | 20,00        | 2,00               | 40,00   
Cliente 963  | Instalación 486 | 7,00         | 4,00               | 28,00   
Cliente 964  | Instalación 159 | 6,00         | 5,00               | 30,00   
Cliente 965  | Instalación 8   | 6,00         | 8,00               | 48,00   
Cliente 966  | Instalación 356 | 18,00        | 5,00               | 90,00   
Cliente 967  | Instalación 157 | 11,00        | 3,00               | 33,00   
Cliente 968  | Instalación 73  | 18,00        | 1,00               | 18,00   
Cliente 969  | Instalación 395 | 8,00         | 3,00               | 24,00   
Cliente 970  | Instalación 422 | 13,00        | 9,00               | 117,00  
Cliente 971  | Instalación 115 | 3,00         | 5,00               | 15,00   
Cliente 971  | Instalación 172 | 17,00        | 1,00               | 17,00   
Cliente 972  | Instalación 440 | 15,00        | 4,00               | 60,00   
Cliente 973  | Instalación 29  | 18,00        | 2,00               | 36,00   
Cliente 974  | Instalación 411 | 20,00        | 7,00               | 140,00  
Cliente 975  | Instalación 396 | 19,00        | 2,00               | 38,00   
Cliente 976  | Instalación 206 | 15,00        | 5,00               | 75,00   
Cliente 977  | Instalación 327 | 11,00        | 3,00               | 33,00   
Cliente 978  | Instalación 251 | 17,00        | 3,00               | 51,00   
Cliente 979  | Instalación 442 | 19,00        | 3,00               | 57,00   
Cliente 980  | Instalación 107 | 7,00         | 9,00               | 63,00   
Cliente 980  | Instalación 191 | 12,00        | 7,00               | 84,00   
Cliente 981  | Instalación 251 | 8,00         | 6,00               | 48,00   
Cliente 982  | Instalación 436 | 19,00        | 4,00               | 76,00   
Cliente 983  | Instalación 245 | 7,00         | 4,00               | 28,00   
Cliente 984  | Instalación 151 | 10,00        | 2,00               | 20,00   
Cliente 985  | Instalación 399 | 6,00         | 2,00               | 12,00   
Cliente 986  | Instalación 426 | 5,00         | 4,00               | 20,00   
Cliente 987  | Instalación 482 | 10,00        | 4,00               | 40,00   
Cliente 988  | Instalación 77  | 16,00        | 2,00               | 32,00   
Cliente 989  | Instalación 20  | 2,00         | 7,00               | 14,00   
Cliente 989  | Instalación 369 | 8,00         | 7,00               | 56,00   
Cliente 990  | Instalación 232 | 6,00         | 3,00               | 18,00   
Cliente 991  | Instalación 304 | 20,00        | 1,00               | 20,00   
Cliente 992  | Instalación 102 | 19,00        | 6,00               | 114,00  
Cliente 993  | Instalación 496 | 6,00         | 7,00               | 42,00   
Cliente 994  | Instalación 60  | 9,00         | 9,00               | 81,00   
Cliente 994  | Instalación 166 | 3,00         | 9,00               | 27,00   
Cliente 994  | Instalación 226 | 6,00         | 9,00               | 54,00   
Cliente 995  | Instalación 11  | 10,00        | 8,00               | 80,00   
Cliente 995  | Instalación 211 | 4,00         | 7,00               | 28,00   
Cliente 996  | Instalación 185 | 8,00         | 6,00               | 48,00   
Cliente 997  | Instalación 68  | 9,00         | 4,00               | 36,00   
Cliente 998  | Instalación 54  | 19,00        | 1,00               | 19,00   
Cliente 999  | Instalación 138 | 15,00        | 4,00               | 60,00   
Cliente 1000 | Instalación 295 | 16,00        | 2,00               | 32,00   
Cliente 1001 | Instalación 68  | 10,00        | 2,00               | 20,00   
Cliente 1002 | Instalación 388 | 15,00        | 9,00               | 135,00  
Cliente 1003 | Instalación 233 | 5,00         | 2,00               | 10,00   
Cliente 1004 | Instalación 257 | 15,00        | 1,00               | 15,00   
Cliente 1005 | Instalación 251 | 12,00        | 3,00               | 36,00   
Cliente 1006 | Instalación 394 | 12,00        | 2,00               | 24,00   
Cliente 1007 | Instalación 106 | 11,00        | 5,00               | 55,00   
Cliente 1008 | Instalación 356 | 18,00        | 2,00               | 36,00   
Cliente 1009 | Instalación 334 | 5,00         | 8,00               | 40,00   
Cliente 1010 | Instalación 177 | 18,00        | 7,00               | 126,00  
Cliente 1011 | Instalación 194 | 6,00         | 6,00               | 36,00   
Cliente 1011 | Instalación 453 | 5,00         | 3,00               | 15,00   
Cliente 1012 | Instalación 383 | 1,00         | 4,00               | 4,00    
Cliente 1012 | Instalación 407 | 16,00        | 4,00               | 64,00   
Cliente 1013 | Instalación 23  | 7,00         | 1,00               | 7,00    
Cliente 1014 | Instalación 20  | 5,00         | 2,00               | 10,00   
Cliente 1015 | Instalación 106 | 5,00         | 4,00               | 20,00   
Cliente 1016 | Instalación 488 | 12,00        | 3,00               | 36,00   
Cliente 1017 | Instalación 18  | 13,00        | 4,00               | 52,00   
Cliente 1018 | Instalación 184 | 7,00         | 6,00               | 42,00   
Cliente 1019 | Instalación 50  | 15,00        | 0,00               | 0,00    
Cliente 1020 | Instalación 300 | 5,00         | 1,00               | 5,00    
Cliente 1021 | Instalación 461 | 20,00        | 3,00               | 60,00   
Cliente 1022 | Instalación 103 | 20,00        | 4,00               | 80,00   
Cliente 1023 | Instalación 48  | 17,00        | 5,00               | 85,00   
Cliente 1024 | Instalación 143 | 13,00        | 6,00               | 78,00   
Cliente 1025 | Instalación 48  | 11,00        | 2,00               | 22,00   
Cliente 1026 | Instalación 177 | 7,00         | 2,00               | 14,00   
Cliente 1027 | Instalación 458 | 12,00        | 6,00               | 72,00   
Cliente 1028 | Instalación 59  | 1,00         | 2,00               | 2,00    
Cliente 1028 | Instalación 251 | 13,00        | 6,00               | 78,00   
Cliente 1029 | Instalación 172 | 17,00        | 1,00               | 17,00   
Cliente 1030 | Instalación 343 | 8,00         | 3,00               | 24,00   
Cliente 1031 | Instalación 204 | 10,00        | 6,00               | 60,00   
Cliente 1032 | Instalación 300 | 18,00        | 4,00               | 72,00   
Cliente 1033 | Instalación 436 | 19,00        | 3,00               | 57,00   
Cliente 1034 | Instalación 112 | 10,00        | 1,00               | 10,00   
Cliente 1035 | Instalación 39  | 18,00        | 1,00               | 18,00   
Cliente 1036 | Instalación 6   | 5,00         | 2,00               | 10,00   
Cliente 1036 | Instalación 401 | 1,00         | 1,00               | 1,00    
Cliente 1037 | Instalación 143 | 16,00        | 2,00               | 32,00   
Cliente 1038 | Instalación 156 | 10,00        | 2,00               | 20,00   
Cliente 1039 | Instalación 297 | 6,00         | 1,00               | 6,00    
Cliente 1040 | Instalación 49  | 11,00        | 1,00               | 11,00   
Cliente 1040 | Instalación 59  | 6,00         | 8,00               | 48,00   
Cliente 1041 | Instalación 364 | 16,00        | 6,00               | 96,00   
Cliente 1042 | Instalación 289 | 8,00         | 4,00               | 32,00   
Cliente 1043 | Instalación 413 | 4,00         | 6,00               | 24,00   
Cliente 1043 | Instalación 455 | 4,00         | 9,00               | 36,00   
Cliente 1044 | Instalación 479 | 13,00        | 2,00               | 26,00   
Cliente 1045 | Instalación 171 | 15,00        | 1,00               | 15,00   
Cliente 1046 | Instalación 343 | 19,00        | 1,00               | 19,00   
Cliente 1047 | Instalación 56  | 12,00        | 2,00               | 24,00   
Cliente 1048 | Instalación 365 | 14,00        | 2,00               | 28,00   
Cliente 1049 | Instalación 458 | 14,00        | 5,00               | 70,00   
Cliente 1050 | Instalación 405 | 7,00         | 6,00               | 42,00   
Cliente 1051 | Instalación 287 | 5,00         | 1,00               | 5,00    
Cliente 1052 | Instalación 351 | 5,00         | 3,00               | 15,00   
Cliente 1053 | Instalación 295 | 7,00         | 2,00               | 14,00   
Cliente 1054 | Instalación 478 | 8,00         | 3,00               | 24,00   
Cliente 1055 | Instalación 496 | 5,00         | 6,00               | 30,00   
Cliente 1056 | Instalación 301 | 6,00         | 0,00               | 0,00    
Cliente 1057 | Instalación 464 | 9,00         | 4,00               | 36,00   
Cliente 1058 | Instalación 49  | 4,00         | 9,00               | 36,00   
Cliente 1058 | Instalación 332 | 13,00        | 2,00               | 26,00   
Cliente 1059 | Instalación 66  | 20,00        | 9,00               | 180,00  
