
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente      | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 758  | Instalación 219 | 10,00        | 5,00               | 50,00   
Cliente 758  | Instalación 366 | 9,00         | 5,00               | 45,00   
Cliente 759  | Instalación 55  | 16,00        | 4,00               | 64,00   
Cliente 760  | Instalación 214 | 16,00        | 6,00               | 96,00   
Cliente 761  | Instalación 65  | 6,00         | 9,00               | 54,00   
Cliente 762  | Instalación 237 | 20,00        | 6,00               | 120,00  
Cliente 763  | Instalación 236 | 8,00         | 1,00               | 8,00    
Cliente 764  | Instalación 21  | 15,00        | 9,00               | 135,00  
Cliente 765  | Instalación 244 | 12,00        | 7,00               | 84,00   
Cliente 766  | Instalación 254 | 13,00        | 6,00               | 78,00   
Cliente 767  | Instalación 26  | 15,00        | 1,00               | 15,00   
Cliente 768  | Instalación 251 | 6,00         | 8,00               | 48,00   
Cliente 769  | Instalación 199 | 7,00         | 4,00               | 28,00   
Cliente 769  | Instalación 278 | 3,00         | 10,00              | 30,00   
Cliente 770  | Instalación 390 | 11,00        | 1,00               | 11,00   
Cliente 771  | Instalación 178 | 7,00         | 4,00               | 28,00   
Cliente 772  | Instalación 47  | 9,00         | 3,00               | 27,00   
Cliente 773  | Instalación 212 | 3,00         | 8,00               | 24,00   
Cliente 773  | Instalación 371 | 6,00         | 9,00               | 54,00   
Cliente 774  | Instalación 212 | 11,00        | 6,00               | 66,00   
Cliente 775  | Instalación 249 | 15,00        | 7,00               | 105,00  
Cliente 776  | Instalación 320 | 9,00         | 2,00               | 18,00   
Cliente 777  | Instalación 123 | 15,00        | 7,00               | 105,00  
Cliente 778  | Instalación 92  | 13,00        | 8,00               | 104,00  
Cliente 779  | Instalación 136 | 3,00         | 2,00               | 6,00    
Cliente 779  | Instalación 184 | 3,00         | 6,00               | 18,00   
Cliente 780  | Instalación 48  | 16,00        | 4,00               | 64,00   
Cliente 781  | Instalación 255 | 12,00        | 4,00               | 48,00   
Cliente 782  | Instalación 125 | 20,00        | 4,00               | 80,00   
Cliente 783  | Instalación 315 | 9,00         | 2,00               | 18,00   
Cliente 784  | Instalación 33  | 13,00        | 1,00               | 13,00   
Cliente 785  | Instalación 44  | 1,00         | 7,00               | 7,00    
Cliente 785  | Instalación 191 | 8,00         | 11,00              | 88,00   
Cliente 785  | Instalación 306 | 9,00         | 6,00               | 54,00   
Cliente 786  | Instalación 156 | 6,00         | 7,00               | 42,00   
Cliente 787  | Instalación 345 | 8,00         | 7,00               | 56,00   
Cliente 788  | Instalación 272 | 19,00        | 4,00               | 76,00   
Cliente 789  | Instalación 193 | 20,00        | 1,00               | 20,00   
Cliente 790  | Instalación 61  | 7,00         | 4,00               | 28,00   
Cliente 791  | Instalación 210 | 17,00        | 9,00               | 153,00  
Cliente 792  | Instalación 189 | 11,00        | 2,00               | 22,00   
Cliente 793  | Instalación 68  | 18,00        | 2,00               | 36,00   
Cliente 794  | Instalación 269 | 18,00        | 1,00               | 18,00   
Cliente 795  | Instalación 348 | 13,00        | 1,00               | 13,00   
Cliente 796  | Instalación 61  | 18,00        | 5,00               | 90,00   
Cliente 797  | Instalación 303 | 17,00        | 3,00               | 51,00   
Cliente 797  | Instalación 397 | 3,00         | 7,00               | 21,00   
Cliente 798  | Instalación 386 | 13,00        | 1,00               | 13,00   
Cliente 799  | Instalación 105 | 9,00         | 2,00               | 18,00   
Cliente 800  | Instalación 299 | 14,00        | 2,00               | 28,00   
Cliente 801  | Instalación 232 | 17,00        | 10,00              | 170,00  
Cliente 802  | Instalación 319 | 11,00        | 9,00               | 99,00   
Cliente 803  | Instalación 105 | 12,00        | 1,00               | 12,00   
Cliente 804  | Instalación 204 | 10,00        | 6,00               | 60,00   
Cliente 805  | Instalación 269 | 13,00        | 5,00               | 65,00   
Cliente 806  | Instalación 7   | 11,00        | 1,00               | 11,00   
Cliente 807  | Instalación 212 | 8,00         | 4,00               | 32,00   
Cliente 808  | Instalación 39  | 16,00        | 5,00               | 80,00   
Cliente 808  | Instalación 348 | 3,00         | 5,00               | 15,00   
Cliente 809  | Instalación 194 | 17,00        | 5,00               | 85,00   
Cliente 810  | Instalación 301 | 19,00        | 0,00               | 0,00    
Cliente 811  | Instalación 321 | 15,00        | 2,00               | 30,00   
Cliente 812  | Instalación 352 | 20,00        | 3,00               | 60,00   
Cliente 813  | Instalación 176 | 9,00         | 0,00               | 0,00    
Cliente 814  | Instalación 45  | 6,00         | 8,00               | 48,00   
Cliente 815  | Instalación 317 | 19,00        | 2,00               | 38,00   
Cliente 816  | Instalación 396 | 12,00        | 4,00               | 48,00   
Cliente 817  | Instalación 332 | 11,00        | 2,00               | 22,00   
Cliente 818  | Instalación 205 | 11,00        | 5,00               | 55,00   
Cliente 819  | Instalación 366 | 15,00        | 4,00               | 60,00   
Cliente 820  | Instalación 328 | 7,00         | 9,00               | 63,00   
Cliente 821  | Instalación 178 | 8,00         | 5,00               | 40,00   
Cliente 822  | Instalación 251 | 9,00         | 3,00               | 27,00   
Cliente 823  | Instalación 234 | 10,00        | 3,00               | 30,00   
Cliente 824  | Instalación 55  | 12,00        | 10,00              | 120,00  
Cliente 825  | Instalación 237 | 19,00        | 4,00               | 76,00   
Cliente 826  | Instalación 164 | 8,00         | 4,00               | 32,00   
Cliente 827  | Instalación 253 | 12,00        | 5,00               | 60,00   
Cliente 828  | Instalación 113 | 16,00        | 1,00               | 16,00   
Cliente 829  | Instalación 73  | 20,00        | 2,00               | 40,00   
Cliente 830  | Instalación 47  | 16,00        | 3,00               | 48,00   
Cliente 831  | Instalación 258 | 16,00        | 2,00               | 32,00   
Cliente 832  | Instalación 215 | 12,00        | 1,00               | 12,00   
Cliente 833  | Instalación 38  | 17,00        | 0,00               | 0,00    
Cliente 834  | Instalación 55  | 7,00         | 5,00               | 35,00   
Cliente 835  | Instalación 65  | 1,00         | 4,00               | 4,00    
Cliente 835  | Instalación 258 | 8,00         | 2,00               | 16,00   
Cliente 836  | Instalación 131 | 18,00        | 4,00               | 72,00   
Cliente 837  | Instalación 112 | 12,00        | 2,00               | 24,00   
Cliente 838  | Instalación 184 | 10,00        | 4,00               | 40,00   
Cliente 839  | Instalación 317 | 20,00        | 4,00               | 80,00   
Cliente 840  | Instalación 356 | 8,00         | 5,00               | 40,00   
Cliente 841  | Instalación 73  | 16,00        | 13,00              | 208,00  
Cliente 842  | Instalación 70  | 18,00        | 7,00               | 126,00  
Cliente 843  | Instalación 13  | 6,00         | 9,00               | 54,00   
Cliente 843  | Instalación 283 | 12,00        | 6,00               | 72,00   
Cliente 844  | Instalación 334 | 14,00        | 1,00               | 14,00   
Cliente 845  | Instalación 345 | 13,00        | 2,00               | 26,00   
Cliente 846  | Instalación 39  | 11,00        | 1,00               | 11,00   
Cliente 847  | Instalación 367 | 14,00        | 4,00               | 56,00   
Cliente 848  | Instalación 117 | 13,00        | 3,00               | 39,00   
Cliente 849  | Instalación 29  | 16,00        | 1,00               | 16,00   
Cliente 850  | Instalación 78  | 13,00        | 4,00               | 52,00   
Cliente 850  | Instalación 113 | 7,00         | 1,00               | 7,00    
Cliente 851  | Instalación 125 | 13,00        | 11,00              | 143,00  
Cliente 852  | Instalación 314 | 17,00        | 7,00               | 119,00  
Cliente 853  | Instalación 206 | 15,00        | 2,00               | 30,00   
Cliente 854  | Instalación 368 | 13,00        | 2,00               | 26,00   
Cliente 855  | Instalación 376 | 18,00        | 8,00               | 144,00  
Cliente 856  | Instalación 244 | 7,00         | 3,00               | 21,00   
Cliente 857  | Instalación 273 | 2,00         | 3,00               | 6,00    
Cliente 857  | Instalación 332 | 14,00        | 3,00               | 42,00   
Cliente 858  | Instalación 68  | 20,00        | 3,00               | 60,00   
Cliente 859  | Instalación 204 | 7,00         | 4,00               | 28,00   
Cliente 860  | Instalación 137 | 11,00        | 3,00               | 33,00   
Cliente 861  | Instalación 189 | 14,00        | 4,00               | 56,00   
Cliente 862  | Instalación 387 | 14,00        | 2,00               | 28,00   
Cliente 863  | Instalación 278 | 18,00        | 6,00               | 108,00  
Cliente 864  | Instalación 32  | 9,00         | 4,00               | 36,00   
Cliente 865  | Instalación 157 | 1,00         | 3,00               | 3,00    
Cliente 865  | Instalación 178 | 14,00        | 4,00               | 56,00   
Cliente 866  | Instalación 28  | 14,00        | 4,00               | 56,00   
Cliente 867  | Instalación 163 | 6,00         | 2,00               | 12,00   
Cliente 868  | Instalación 131 | 18,00        | 1,00               | 18,00   
Cliente 869  | Instalación 363 | 12,00        | 4,00               | 48,00   
Cliente 870  | Instalación 208 | 16,00        | 5,00               | 80,00   
Cliente 871  | Instalación 180 | 11,00        | 4,00               | 44,00   
Cliente 872  | Instalación 16  | 10,00        | 1,00               | 10,00   
Cliente 873  | Instalación 85  | 7,00         | 13,00              | 91,00   
Cliente 874  | Instalación 49  | 16,00        | 6,00               | 96,00   
Cliente 875  | Instalación 231 | 13,00        | 7,00               | 91,00   
Cliente 876  | Instalación 161 | 17,00        | 7,00               | 119,00  
Cliente 876  | Instalación 179 | 2,00         | 7,00               | 14,00   
Cliente 877  | Instalación 158 | 8,00         | 4,00               | 32,00   
Cliente 877  | Instalación 251 | 8,00         | 13,00              | 104,00  
Cliente 878  | Instalación 33  | 20,00        | 4,00               | 80,00   
Cliente 879  | Instalación 194 | 9,00         | 6,00               | 54,00   
Cliente 880  | Instalación 71  | 6,00         | 12,00              | 72,00   
Cliente 881  | Instalación 161 | 8,00         | 6,00               | 48,00   
Cliente 881  | Instalación 285 | 4,00         | 6,00               | 24,00   
Cliente 882  | Instalación 258 | 19,00        | 5,00               | 95,00   
Cliente 883  | Instalación 164 | 12,00        | 6,00               | 72,00   
Cliente 884  | Instalación 184 | 12,00        | 15,00              | 180,00  
Cliente 885  | Instalación 276 | 14,00        | 3,00               | 42,00   
Cliente 886  | Instalación 208 | 20,00        | 8,00               | 160,00  
Cliente 887  | Instalación 105 | 10,00        | 3,00               | 30,00   
Cliente 888  | Instalación 283 | 20,00        | 2,00               | 40,00   
Cliente 889  | Instalación 273 | 13,00        | 8,00               | 104,00  
Cliente 890  | Instalación 302 | 5,00         | 6,00               | 30,00   
Cliente 890  | Instalación 376 | 8,00         | 9,00               | 72,00   
Cliente 891  | Instalación 303 | 20,00        | 11,00              | 220,00  
Cliente 892  | Instalación 33  | 5,00         | 1,00               | 5,00    
Cliente 893  | Instalación 38  | 19,00        | 5,00               | 95,00   
Cliente 894  | Instalación 332 | 12,00        | 3,00               | 36,00   
Cliente 895  | Instalación 47  | 7,00         | 1,00               | 7,00    
Cliente 896  | Instalación 369 | 14,00        | 1,00               | 14,00   
Cliente 897  | Instalación 146 | 2,00         | 3,00               | 6,00    
Cliente 897  | Instalación 189 | 13,00        | 5,00               | 65,00   
Cliente 898  | Instalación 150 | 12,00        | 7,00               | 84,00   
Cliente 899  | Instalación 367 | 20,00        | 5,00               | 100,00  
Cliente 900  | Instalación 219 | 1,00         | 4,00               | 4,00    
Cliente 900  | Instalación 366 | 16,00        | 4,00               | 64,00   
Cliente 901  | Instalación 65  | 13,00        | 2,00               | 26,00   
Cliente 902  | Instalación 18  | 7,00         | 4,00               | 28,00   
Cliente 903  | Instalación 105 | 12,00        | 3,00               | 36,00   
Cliente 904  | Instalación 82  | 15,00        | 2,00               | 30,00   
Cliente 905  | Instalación 13  | 9,00         | 10,00              | 90,00   
Cliente 906  | Instalación 380 | 14,00        | 4,00               | 56,00   
Cliente 907  | Instalación 70  | 18,00        | 5,00               | 90,00   
Cliente 908  | Instalación 325 | 18,00        | 4,00               | 72,00   
Cliente 909  | Instalación 315 | 5,00         | 7,00               | 35,00   
Cliente 910  | Instalación 29  | 6,00         | 4,00               | 24,00   
Cliente 911  | Instalación 199 | 13,00        | 1,00               | 13,00   
Cliente 912  | Instalación 193 | 9,00         | 3,00               | 27,00   
Cliente 912  | Instalación 387 | 7,00         | 11,00              | 77,00   
Cliente 913  | Instalación 262 | 5,00         | 7,00               | 35,00   
Cliente 914  | Instalación 58  | 13,00        | 8,00               | 104,00  
Cliente 915  | Instalación 194 | 5,00         | 7,00               | 35,00   
Cliente 916  | Instalación 387 | 20,00        | 6,00               | 120,00  
Cliente 917  | Instalación 71  | 18,00        | 3,00               | 54,00   
Cliente 918  | Instalación 60  | 16,00        | 4,00               | 64,00   
Cliente 919  | Instalación 299 | 9,00         | 3,00               | 27,00   
Cliente 920  | Instalación 51  | 16,00        | 4,00               | 64,00   
Cliente 921  | Instalación 82  | 17,00        | 3,00               | 51,00   
Cliente 922  | Instalación 151 | 16,00        | 2,00               | 32,00   
Cliente 923  | Instalación 122 | 15,00        | 4,00               | 60,00   
Cliente 924  | Instalación 220 | 18,00        | 2,00               | 36,00   
Cliente 925  | Instalación 267 | 18,00        | 2,00               | 36,00   
Cliente 926  | Instalación 11  | 14,00        | 2,00               | 28,00   
Cliente 927  | Instalación 147 | 13,00        | 5,00               | 65,00   
Cliente 928  | Instalación 164 | 5,00         | 8,00               | 40,00   
Cliente 929  | Instalación 28  | 8,00         | 3,00               | 24,00   
Cliente 930  | Instalación 170 | 16,00        | 5,00               | 80,00   
Cliente 931  | Instalación 74  | 11,00        | 7,00               | 77,00   
Cliente 932  | Instalación 175 | 13,00        | 6,00               | 78,00   
Cliente 933  | Instalación 285 | 19,00        | 4,00               | 76,00   
Cliente 934  | Instalación 366 | 20,00        | 1,00               | 20,00   
Cliente 935  | Instalación 145 | 12,00        | 2,00               | 24,00   
Cliente 936  | Instalación 31  | 8,00         | 1,00               | 8,00    
Cliente 937  | Instalación 387 | 19,00        | 0,00               | 0,00    
Cliente 938  | Instalación 280 | 13,00        | 0,00               | 0,00    
Cliente 939  | Instalación 358 | 20,00        | 2,00               | 40,00   
Cliente 940  | Instalación 237 | 14,00        | 5,00               | 70,00   
Cliente 941  | Instalación 145 | 5,00         | 9,00               | 45,00   
Cliente 942  | Instalación 157 | 17,00        | 8,00               | 136,00  
Cliente 943  | Instalación 61  | 10,00        | 2,00               | 20,00   
Cliente 944  | Instalación 4   | 17,00        | 4,00               | 68,00   
Cliente 945  | Instalación 82  | 11,00        | 2,00               | 22,00   
Cliente 946  | Instalación 60  | 15,00        | 2,00               | 30,00   
Cliente 947  | Instalación 358 | 18,00        | 10,00              | 180,00  
Cliente 948  | Instalación 232 | 11,00        | 3,00               | 33,00   
Cliente 949  | Instalación 328 | 9,00         | 8,00               | 72,00   
Cliente 950  | Instalación 63  | 7,00         | 2,00               | 14,00   
Cliente 950  | Instalación 348 | 4,00         | 8,00               | 32,00   
Cliente 951  | Instalación 71  | 7,00         | 9,00               | 63,00   
Cliente 951  | Instalación 338 | 1,00         | 7,00               | 7,00    
Cliente 952  | Instalación 369 | 5,00         | 2,00               | 10,00   
Cliente 953  | Instalación 107 | 17,00        | 3,00               | 51,00   
Cliente 954  | Instalación 124 | 7,00         | 1,00               | 7,00    
Cliente 955  | Instalación 2   | 5,00         | 2,00               | 10,00   
Cliente 956  | Instalación 208 | 16,00        | 1,00               | 16,00   
Cliente 957  | Instalación 63  | 11,00        | 4,00               | 44,00   
Cliente 958  | Instalación 45  | 9,00         | 3,00               | 27,00   
Cliente 959  | Instalación 75  | 12,00        | 5,00               | 60,00   
Cliente 960  | Instalación 92  | 6,00         | 6,00               | 36,00   
Cliente 961  | Instalación 141 | 13,00        | 7,00               | 91,00   
Cliente 962  | Instalación 158 | 10,00        | 1,00               | 10,00   
Cliente 963  | Instalación 212 | 13,00        | 4,00               | 52,00   
Cliente 964  | Instalación 255 | 20,00        | 3,00               | 60,00   
Cliente 965  | Instalación 339 | 20,00        | 3,00               | 60,00   
Cliente 966  | Instalación 258 | 12,00        | 2,00               | 24,00   
Cliente 967  | Instalación 280 | 5,00         | 1,00               | 5,00    
Cliente 968  | Instalación 151 | 13,00        | 9,00               | 117,00  
Cliente 969  | Instalación 4   | 5,00         | 7,00               | 35,00   
Cliente 970  | Instalación 157 | 6,00         | 3,00               | 18,00   
Cliente 971  | Instalación 106 | 11,00        | 2,00               | 22,00   
Cliente 971  | Instalación 117 | 8,00         | 3,00               | 24,00   
Cliente 972  | Instalación 256 | 14,00        | 7,00               | 98,00   
Cliente 973  | Instalación 71  | 10,00        | 0,00               | 0,00    
Cliente 974  | Instalación 173 | 11,00        | 12,00              | 132,00  
Cliente 975  | Instalación 61  | 15,00        | 5,00               | 75,00   
Cliente 976  | Instalación 313 | 11,00        | 6,00               | 66,00   
Cliente 977  | Instalación 70  | 6,00         | 4,00               | 24,00   
Cliente 977  | Instalación 325 | 8,00         | 5,00               | 40,00   
Cliente 978  | Instalación 98  | 15,00        | 4,00               | 60,00   
Cliente 979  | Instalación 184 | 13,00        | 4,00               | 52,00   
Cliente 980  | Instalación 263 | 19,00        | 6,00               | 114,00  
Cliente 981  | Instalación 67  | 15,00        | 1,00               | 15,00   
Cliente 982  | Instalación 14  | 13,00        | 2,00               | 26,00   
Cliente 983  | Instalación 285 | 6,00         | 3,00               | 18,00   
Cliente 984  | Instalación 26  | 9,00         | 1,00               | 9,00    
Cliente 985  | Instalación 82  | 9,00         | 1,00               | 9,00    
Cliente 986  | Instalación 215 | 11,00        | 6,00               | 66,00   
Cliente 987  | Instalación 254 | 19,00        | 8,00               | 152,00  
Cliente 988  | Instalación 175 | 12,00        | 1,00               | 12,00   
Cliente 989  | Instalación 284 | 7,00         | 4,00               | 28,00   
Cliente 990  | Instalación 289 | 19,00        | 2,00               | 38,00   
Cliente 991  | Instalación 328 | 8,00         | 1,00               | 8,00    
Cliente 992  | Instalación 174 | 9,00         | 6,00               | 54,00   
Cliente 993  | Instalación 124 | 3,00         | 7,00               | 21,00   
Cliente 993  | Instalación 370 | 4,00         | 4,00               | 16,00   
Cliente 994  | Instalación 276 | 10,00        | 6,00               | 60,00   
Cliente 995  | Instalación 125 | 7,00         | 5,00               | 35,00   
Cliente 996  | Instalación 269 | 7,00         | 6,00               | 42,00   
Cliente 997  | Instalación 13  | 5,00         | 3,00               | 15,00   
Cliente 998  | Instalación 123 | 12,00        | 3,00               | 36,00   
Cliente 999  | Instalación 157 | 10,00        | 4,00               | 40,00   
Cliente 999  | Instalación 163 | 10,00        | 10,00              | 100,00  
Cliente 1000 | Instalación 44  | 7,00         | 4,00               | 28,00   
Cliente 1001 | Instalación 389 | 18,00        | 1,00               | 18,00   
Cliente 1002 | Instalación 112 | 14,00        | 5,00               | 70,00   
Cliente 1003 | Instalación 68  | 7,00         | 2,00               | 14,00   
Cliente 1004 | Instalación 270 | 8,00         | 7,00               | 56,00   
Cliente 1005 | Instalación 208 | 20,00        | 8,00               | 160,00  
Cliente 1006 | Instalación 215 | 11,00        | 7,00               | 77,00   
Cliente 1007 | Instalación 136 | 10,00        | 12,00              | 120,00  
Cliente 1008 | Instalación 124 | 19,00        | 8,00               | 152,00  
Cliente 1009 | Instalación 232 | 12,00        | 8,00               | 96,00   
Cliente 1010 | Instalación 184 | 10,00        | 4,00               | 40,00   
Cliente 1011 | Instalación 378 | 11,00        | 8,00               | 88,00   
TOTAL        |                 |              |                    | 57974,00
