
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente      | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 717  | Instalación 189 | 8,00    | 8,00     | 100,0 %       
Cliente 718  | Instalación 85  | 20,00   | 20,00    | 100,0 %       
Cliente 719  | Instalación 317 | 9,00    | 9,00     | 100,0 %       
Cliente 720  | Instalación 389 | 20,00   | 20,00    | 100,0 %       
Cliente 721  | Instalación 272 | 8,00    | 8,00     | 100,0 %       
Cliente 722  | Instalación 136 | 14,00   | 11,00    | 78,6 %        
Cliente 722  | Instalación 153 | 14,00   | 3,00     | 21,4 %        
Cliente 723  | Instalación 301 | 20,00   | 20,00    | 100,0 %       
Cliente 724  | Instalación 332 | 12,00   | 12,00    | 100,0 %       
Cliente 725  | Instalación 214 | 20,00   | 20,00    | 100,0 %       
Cliente 726  | Instalación 16  | 17,00   | 17,00    | 100,0 %       
Cliente 727  | Instalación 345 | 6,00    | 6,00     | 100,0 %       
Cliente 728  | Instalación 310 | 13,00   | 13,00    | 100,0 %       
Cliente 729  | Instalación 106 | 19,00   | 19,00    | 100,0 %       
Cliente 730  | Instalación 189 | 7,00    | 7,00     | 100,0 %       
Cliente 731  | Instalación 370 | 5,00    | 5,00     | 100,0 %       
Cliente 732  | Instalación 51  | 13,00   | 7,00     | 53,8 %        
Cliente 732  | Instalación 356 | 13,00   | 6,00     | 46,2 %        
Cliente 733  | Instalación 389 | 5,00    | 5,00     | 100,0 %       
Cliente 734  | Instalación 313 | 9,00    | 9,00     | 100,0 %       
Cliente 735  | Instalación 2   | 7,00    | 2,00     | 28,6 %        
Cliente 735  | Instalación 253 | 7,00    | 5,00     | 71,4 %        
Cliente 736  | Instalación 244 | 16,00   | 16,00    | 100,0 %       
Cliente 737  | Instalación 14  | 17,00   | 17,00    | 100,0 %       
Cliente 738  | Instalación 178 | 17,00   | 17,00    | 100,0 %       
Cliente 739  | Instalación 163 | 17,00   | 17,00    | 100,0 %       
Cliente 740  | Instalación 339 | 6,00    | 6,00     | 100,0 %       
Cliente 741  | Instalación 194 | 6,00    | 6,00     | 100,0 %       
Cliente 742  | Instalación 369 | 12,00   | 12,00    | 100,0 %       
Cliente 743  | Instalación 125 | 8,00    | 8,00     | 100,0 %       
Cliente 744  | Instalación 272 | 20,00   | 20,00    | 100,0 %       
Cliente 745  | Instalación 267 | 10,00   | 10,00    | 100,0 %       
Cliente 746  | Instalación 347 | 14,00   | 14,00    | 100,0 %       
Cliente 747  | Instalación 363 | 17,00   | 17,00    | 100,0 %       
Cliente 748  | Instalación 380 | 18,00   | 18,00    | 100,0 %       
Cliente 749  | Instalación 6   | 15,00   | 15,00    | 100,0 %       
Cliente 750  | Instalación 258 | 7,00    | 4,00     | 57,1 %        
Cliente 750  | Instalación 356 | 7,00    | 3,00     | 42,9 %        
Cliente 751  | Instalación 61  | 5,00    | 5,00     | 100,0 %       
Cliente 752  | Instalación 33  | 20,00   | 20,00    | 100,0 %       
Cliente 753  | Instalación 193 | 13,00   | 13,00    | 100,0 %       
Cliente 754  | Instalación 118 | 15,00   | 15,00    | 100,0 %       
Cliente 755  | Instalación 44  | 6,00    | 6,00     | 100,0 %       
Cliente 756  | Instalación 47  | 11,00   | 11,00    | 100,0 %       
Cliente 757  | Instalación 77  | 8,00    | 8,00     | 100,0 %       
Cliente 758  | Instalación 219 | 19,00   | 10,00    | 52,6 %        
Cliente 758  | Instalación 366 | 19,00   | 9,00     | 47,4 %        
Cliente 759  | Instalación 55  | 16,00   | 16,00    | 100,0 %       
Cliente 760  | Instalación 214 | 16,00   | 16,00    | 100,0 %       
Cliente 761  | Instalación 65  | 6,00    | 6,00     | 100,0 %       
Cliente 762  | Instalación 237 | 20,00   | 20,00    | 100,0 %       
Cliente 763  | Instalación 236 | 8,00    | 8,00     | 100,0 %       
Cliente 764  | Instalación 21  | 15,00   | 15,00    | 100,0 %       
Cliente 765  | Instalación 244 | 12,00   | 12,00    | 100,0 %       
Cliente 766  | Instalación 254 | 13,00   | 13,00    | 100,0 %       
Cliente 767  | Instalación 26  | 15,00   | 15,00    | 100,0 %       
Cliente 768  | Instalación 251 | 6,00    | 6,00     | 100,0 %       
Cliente 769  | Instalación 199 | 10,00   | 7,00     | 70,0 %        
Cliente 769  | Instalación 278 | 10,00   | 3,00     | 30,0 %        
Cliente 770  | Instalación 390 | 11,00   | 11,00    | 100,0 %       
Cliente 771  | Instalación 178 | 7,00    | 7,00     | 100,0 %       
Cliente 772  | Instalación 47  | 9,00    | 9,00     | 100,0 %       
Cliente 773  | Instalación 212 | 9,00    | 3,00     | 33,3 %        
Cliente 773  | Instalación 371 | 9,00    | 6,00     | 66,7 %        
Cliente 774  | Instalación 212 | 11,00   | 11,00    | 100,0 %       
Cliente 775  | Instalación 249 | 15,00   | 15,00    | 100,0 %       
Cliente 776  | Instalación 320 | 9,00    | 9,00     | 100,0 %       
Cliente 777  | Instalación 123 | 15,00   | 15,00    | 100,0 %       
Cliente 778  | Instalación 92  | 13,00   | 13,00    | 100,0 %       
Cliente 779  | Instalación 136 | 6,00    | 3,00     | 50,0 %        
Cliente 779  | Instalación 184 | 6,00    | 3,00     | 50,0 %        
Cliente 780  | Instalación 48  | 16,00   | 16,00    | 100,0 %       
Cliente 781  | Instalación 255 | 12,00   | 12,00    | 100,0 %       
Cliente 782  | Instalación 125 | 20,00   | 20,00    | 100,0 %       
Cliente 783  | Instalación 315 | 9,00    | 9,00     | 100,0 %       
Cliente 784  | Instalación 33  | 13,00   | 13,00    | 100,0 %       
Cliente 785  | Instalación 44  | 18,00   | 1,00     | 5,6 %         
Cliente 785  | Instalación 191 | 18,00   | 8,00     | 44,4 %        
Cliente 785  | Instalación 306 | 18,00   | 9,00     | 50,0 %        
Cliente 786  | Instalación 156 | 6,00    | 6,00     | 100,0 %       
Cliente 787  | Instalación 345 | 8,00    | 8,00     | 100,0 %       
Cliente 788  | Instalación 272 | 19,00   | 19,00    | 100,0 %       
Cliente 789  | Instalación 193 | 20,00   | 20,00    | 100,0 %       
Cliente 790  | Instalación 61  | 7,00    | 7,00     | 100,0 %       
Cliente 791  | Instalación 210 | 17,00   | 17,00    | 100,0 %       
Cliente 792  | Instalación 189 | 11,00   | 11,00    | 100,0 %       
Cliente 793  | Instalación 68  | 18,00   | 18,00    | 100,0 %       
Cliente 794  | Instalación 269 | 18,00   | 18,00    | 100,0 %       
Cliente 795  | Instalación 348 | 13,00   | 13,00    | 100,0 %       
Cliente 796  | Instalación 61  | 18,00   | 18,00    | 100,0 %       
Cliente 797  | Instalación 303 | 20,00   | 17,00    | 85,0 %        
Cliente 797  | Instalación 397 | 20,00   | 3,00     | 15,0 %        
Cliente 798  | Instalación 386 | 13,00   | 13,00    | 100,0 %       
Cliente 799  | Instalación 105 | 9,00    | 9,00     | 100,0 %       
Cliente 800  | Instalación 299 | 14,00   | 14,00    | 100,0 %       
Cliente 801  | Instalación 232 | 17,00   | 17,00    | 100,0 %       
Cliente 802  | Instalación 319 | 11,00   | 11,00    | 100,0 %       
Cliente 803  | Instalación 105 | 12,00   | 12,00    | 100,0 %       
Cliente 804  | Instalación 204 | 10,00   | 10,00    | 100,0 %       
Cliente 805  | Instalación 269 | 13,00   | 13,00    | 100,0 %       
Cliente 806  | Instalación 7   | 11,00   | 11,00    | 100,0 %       
Cliente 807  | Instalación 212 | 8,00    | 8,00     | 100,0 %       
Cliente 808  | Instalación 39  | 19,00   | 16,00    | 84,2 %        
Cliente 808  | Instalación 348 | 19,00   | 3,00     | 15,8 %        
Cliente 809  | Instalación 194 | 17,00   | 17,00    | 100,0 %       
Cliente 810  | Instalación 301 | 19,00   | 19,00    | 100,0 %       
Cliente 811  | Instalación 321 | 15,00   | 15,00    | 100,0 %       
Cliente 812  | Instalación 352 | 20,00   | 20,00    | 100,0 %       
Cliente 813  | Instalación 176 | 9,00    | 9,00     | 100,0 %       
Cliente 814  | Instalación 45  | 6,00    | 6,00     | 100,0 %       
Cliente 815  | Instalación 317 | 19,00   | 19,00    | 100,0 %       
Cliente 816  | Instalación 396 | 12,00   | 12,00    | 100,0 %       
Cliente 817  | Instalación 332 | 11,00   | 11,00    | 100,0 %       
Cliente 818  | Instalación 205 | 11,00   | 11,00    | 100,0 %       
Cliente 819  | Instalación 366 | 15,00   | 15,00    | 100,0 %       
Cliente 820  | Instalación 328 | 7,00    | 7,00     | 100,0 %       
Cliente 821  | Instalación 178 | 8,00    | 8,00     | 100,0 %       
Cliente 822  | Instalación 251 | 9,00    | 9,00     | 100,0 %       
Cliente 823  | Instalación 234 | 10,00   | 10,00    | 100,0 %       
Cliente 824  | Instalación 55  | 12,00   | 12,00    | 100,0 %       
Cliente 825  | Instalación 237 | 19,00   | 19,00    | 100,0 %       
Cliente 826  | Instalación 164 | 8,00    | 8,00     | 100,0 %       
Cliente 827  | Instalación 253 | 12,00   | 12,00    | 100,0 %       
Cliente 828  | Instalación 113 | 16,00   | 16,00    | 100,0 %       
Cliente 829  | Instalación 73  | 20,00   | 20,00    | 100,0 %       
Cliente 830  | Instalación 47  | 16,00   | 16,00    | 100,0 %       
Cliente 831  | Instalación 258 | 16,00   | 16,00    | 100,0 %       
Cliente 832  | Instalación 215 | 12,00   | 12,00    | 100,0 %       
Cliente 833  | Instalación 38  | 17,00   | 17,00    | 100,0 %       
Cliente 834  | Instalación 55  | 7,00    | 7,00     | 100,0 %       
Cliente 835  | Instalación 65  | 9,00    | 1,00     | 11,1 %        
Cliente 835  | Instalación 258 | 9,00    | 8,00     | 88,9 %        
Cliente 836  | Instalación 131 | 18,00   | 18,00    | 100,0 %       
Cliente 837  | Instalación 112 | 12,00   | 12,00    | 100,0 %       
Cliente 838  | Instalación 184 | 10,00   | 10,00    | 100,0 %       
Cliente 839  | Instalación 317 | 20,00   | 20,00    | 100,0 %       
Cliente 840  | Instalación 356 | 8,00    | 8,00     | 100,0 %       
Cliente 841  | Instalación 73  | 16,00   | 16,00    | 100,0 %       
Cliente 842  | Instalación 70  | 18,00   | 18,00    | 100,0 %       
Cliente 843  | Instalación 13  | 18,00   | 6,00     | 33,3 %        
Cliente 843  | Instalación 283 | 18,00   | 12,00    | 66,7 %        
Cliente 844  | Instalación 334 | 14,00   | 14,00    | 100,0 %       
Cliente 845  | Instalación 345 | 13,00   | 13,00    | 100,0 %       
Cliente 846  | Instalación 39  | 11,00   | 11,00    | 100,0 %       
Cliente 847  | Instalación 367 | 14,00   | 14,00    | 100,0 %       
Cliente 848  | Instalación 117 | 13,00   | 13,00    | 100,0 %       
Cliente 849  | Instalación 29  | 16,00   | 16,00    | 100,0 %       
Cliente 850  | Instalación 78  | 20,00   | 13,00    | 65,0 %        
Cliente 850  | Instalación 113 | 20,00   | 7,00     | 35,0 %        
Cliente 851  | Instalación 125 | 13,00   | 13,00    | 100,0 %       
Cliente 852  | Instalación 314 | 17,00   | 17,00    | 100,0 %       
Cliente 853  | Instalación 206 | 15,00   | 15,00    | 100,0 %       
Cliente 854  | Instalación 368 | 13,00   | 13,00    | 100,0 %       
Cliente 855  | Instalación 376 | 18,00   | 18,00    | 100,0 %       
Cliente 856  | Instalación 244 | 7,00    | 7,00     | 100,0 %       
Cliente 857  | Instalación 273 | 16,00   | 2,00     | 12,5 %        
Cliente 857  | Instalación 332 | 16,00   | 14,00    | 87,5 %        
Cliente 858  | Instalación 68  | 20,00   | 20,00    | 100,0 %       
Cliente 859  | Instalación 204 | 7,00    | 7,00     | 100,0 %       
Cliente 860  | Instalación 137 | 11,00   | 11,00    | 100,0 %       
Cliente 861  | Instalación 189 | 14,00   | 14,00    | 100,0 %       
Cliente 862  | Instalación 387 | 14,00   | 14,00    | 100,0 %       
Cliente 863  | Instalación 278 | 18,00   | 18,00    | 100,0 %       
Cliente 864  | Instalación 32  | 9,00    | 9,00     | 100,0 %       
Cliente 865  | Instalación 157 | 15,00   | 1,00     | 6,7 %         
Cliente 865  | Instalación 178 | 15,00   | 14,00    | 93,3 %        
Cliente 866  | Instalación 28  | 14,00   | 14,00    | 100,0 %       
Cliente 867  | Instalación 163 | 6,00    | 6,00     | 100,0 %       
Cliente 868  | Instalación 131 | 18,00   | 18,00    | 100,0 %       
Cliente 869  | Instalación 363 | 12,00   | 12,00    | 100,0 %       
Cliente 870  | Instalación 208 | 16,00   | 16,00    | 100,0 %       
Cliente 871  | Instalación 180 | 11,00   | 11,00    | 100,0 %       
Cliente 872  | Instalación 16  | 10,00   | 10,00    | 100,0 %       
Cliente 873  | Instalación 85  | 7,00    | 7,00     | 100,0 %       
Cliente 874  | Instalación 49  | 16,00   | 16,00    | 100,0 %       
Cliente 875  | Instalación 231 | 13,00   | 13,00    | 100,0 %       
Cliente 876  | Instalación 161 | 19,00   | 17,00    | 89,5 %        
Cliente 876  | Instalación 179 | 19,00   | 2,00     | 10,5 %        
Cliente 877  | Instalación 158 | 16,00   | 8,00     | 50,0 %        
Cliente 877  | Instalación 251 | 16,00   | 8,00     | 50,0 %        
Cliente 878  | Instalación 33  | 20,00   | 20,00    | 100,0 %       
Cliente 879  | Instalación 194 | 9,00    | 9,00     | 100,0 %       
Cliente 880  | Instalación 71  | 6,00    | 6,00     | 100,0 %       
Cliente 881  | Instalación 161 | 12,00   | 8,00     | 66,7 %        
Cliente 881  | Instalación 285 | 12,00   | 4,00     | 33,3 %        
Cliente 882  | Instalación 258 | 19,00   | 19,00    | 100,0 %       
Cliente 883  | Instalación 164 | 12,00   | 12,00    | 100,0 %       
Cliente 884  | Instalación 184 | 12,00   | 12,00    | 100,0 %       
Cliente 885  | Instalación 276 | 14,00   | 14,00    | 100,0 %       
Cliente 886  | Instalación 208 | 20,00   | 20,00    | 100,0 %       
Cliente 887  | Instalación 105 | 10,00   | 10,00    | 100,0 %       
Cliente 888  | Instalación 283 | 20,00   | 20,00    | 100,0 %       
Cliente 889  | Instalación 273 | 13,00   | 13,00    | 100,0 %       
Cliente 890  | Instalación 302 | 13,00   | 5,00     | 38,5 %        
Cliente 890  | Instalación 376 | 13,00   | 8,00     | 61,5 %        
Cliente 891  | Instalación 303 | 20,00   | 20,00    | 100,0 %       
Cliente 892  | Instalación 33  | 5,00    | 5,00     | 100,0 %       
Cliente 893  | Instalación 38  | 19,00   | 19,00    | 100,0 %       
Cliente 894  | Instalación 332 | 12,00   | 12,00    | 100,0 %       
Cliente 895  | Instalación 47  | 7,00    | 7,00     | 100,0 %       
Cliente 896  | Instalación 369 | 14,00   | 14,00    | 100,0 %       
Cliente 897  | Instalación 146 | 15,00   | 2,00     | 13,3 %        
Cliente 897  | Instalación 189 | 15,00   | 13,00    | 86,7 %        
Cliente 898  | Instalación 150 | 12,00   | 12,00    | 100,0 %       
Cliente 899  | Instalación 367 | 20,00   | 20,00    | 100,0 %       
Cliente 900  | Instalación 219 | 17,00   | 1,00     | 5,9 %         
Cliente 900  | Instalación 366 | 17,00   | 16,00    | 94,1 %        
Cliente 901  | Instalación 65  | 13,00   | 13,00    | 100,0 %       
Cliente 902  | Instalación 18  | 7,00    | 7,00     | 100,0 %       
Cliente 903  | Instalación 105 | 12,00   | 12,00    | 100,0 %       
Cliente 904  | Instalación 82  | 15,00   | 15,00    | 100,0 %       
Cliente 905  | Instalación 13  | 9,00    | 9,00     | 100,0 %       
Cliente 906  | Instalación 380 | 14,00   | 14,00    | 100,0 %       
Cliente 907  | Instalación 70  | 18,00   | 18,00    | 100,0 %       
Cliente 908  | Instalación 325 | 18,00   | 18,00    | 100,0 %       
Cliente 909  | Instalación 315 | 5,00    | 5,00     | 100,0 %       
Cliente 910  | Instalación 29  | 6,00    | 6,00     | 100,0 %       
Cliente 911  | Instalación 199 | 13,00   | 13,00    | 100,0 %       
Cliente 912  | Instalación 193 | 16,00   | 9,00     | 56,3 %        
Cliente 912  | Instalación 387 | 16,00   | 7,00     | 43,8 %        
Cliente 913  | Instalación 262 | 5,00    | 5,00     | 100,0 %       
Cliente 914  | Instalación 58  | 13,00   | 13,00    | 100,0 %       
Cliente 915  | Instalación 194 | 5,00    | 5,00     | 100,0 %       
Cliente 916  | Instalación 387 | 20,00   | 20,00    | 100,0 %       
Cliente 917  | Instalación 71  | 18,00   | 18,00    | 100,0 %       
Cliente 918  | Instalación 60  | 16,00   | 16,00    | 100,0 %       
Cliente 919  | Instalación 299 | 9,00    | 9,00     | 100,0 %       
Cliente 920  | Instalación 51  | 16,00   | 16,00    | 100,0 %       
Cliente 921  | Instalación 82  | 17,00   | 17,00    | 100,0 %       
Cliente 922  | Instalación 151 | 16,00   | 16,00    | 100,0 %       
Cliente 923  | Instalación 122 | 15,00   | 15,00    | 100,0 %       
Cliente 924  | Instalación 220 | 18,00   | 18,00    | 100,0 %       
Cliente 925  | Instalación 267 | 18,00   | 18,00    | 100,0 %       
Cliente 926  | Instalación 11  | 14,00   | 14,00    | 100,0 %       
Cliente 927  | Instalación 147 | 13,00   | 13,00    | 100,0 %       
Cliente 928  | Instalación 164 | 5,00    | 5,00     | 100,0 %       
Cliente 929  | Instalación 28  | 8,00    | 8,00     | 100,0 %       
Cliente 930  | Instalación 170 | 16,00   | 16,00    | 100,0 %       
Cliente 931  | Instalación 74  | 11,00   | 11,00    | 100,0 %       
Cliente 932  | Instalación 175 | 13,00   | 13,00    | 100,0 %       
Cliente 933  | Instalación 285 | 19,00   | 19,00    | 100,0 %       
Cliente 934  | Instalación 366 | 20,00   | 20,00    | 100,0 %       
Cliente 935  | Instalación 145 | 12,00   | 12,00    | 100,0 %       
Cliente 936  | Instalación 31  | 8,00    | 8,00     | 100,0 %       
Cliente 937  | Instalación 387 | 19,00   | 19,00    | 100,0 %       
Cliente 938  | Instalación 280 | 13,00   | 13,00    | 100,0 %       
Cliente 939  | Instalación 358 | 20,00   | 20,00    | 100,0 %       
Cliente 940  | Instalación 237 | 14,00   | 14,00    | 100,0 %       
Cliente 941  | Instalación 145 | 5,00    | 5,00     | 100,0 %       
Cliente 942  | Instalación 157 | 17,00   | 17,00    | 100,0 %       
Cliente 943  | Instalación 61  | 10,00   | 10,00    | 100,0 %       
Cliente 944  | Instalación 4   | 17,00   | 17,00    | 100,0 %       
Cliente 945  | Instalación 82  | 11,00   | 11,00    | 100,0 %       
Cliente 946  | Instalación 60  | 15,00   | 15,00    | 100,0 %       
Cliente 947  | Instalación 358 | 18,00   | 18,00    | 100,0 %       
Cliente 948  | Instalación 232 | 11,00   | 11,00    | 100,0 %       
Cliente 949  | Instalación 328 | 9,00    | 9,00     | 100,0 %       
Cliente 950  | Instalación 63  | 11,00   | 7,00     | 63,6 %        
Cliente 950  | Instalación 348 | 11,00   | 4,00     | 36,4 %        
Cliente 951  | Instalación 71  | 8,00    | 7,00     | 87,5 %        
Cliente 951  | Instalación 338 | 8,00    | 1,00     | 12,5 %        
Cliente 952  | Instalación 369 | 5,00    | 5,00     | 100,0 %       
Cliente 953  | Instalación 107 | 17,00   | 17,00    | 100,0 %       
Cliente 954  | Instalación 124 | 7,00    | 7,00     | 100,0 %       
Cliente 955  | Instalación 2   | 5,00    | 5,00     | 100,0 %       
Cliente 956  | Instalación 208 | 16,00   | 16,00    | 100,0 %       
Cliente 957  | Instalación 63  | 11,00   | 11,00    | 100,0 %       
Cliente 958  | Instalación 45  | 9,00    | 9,00     | 100,0 %       
Cliente 959  | Instalación 75  | 12,00   | 12,00    | 100,0 %       
Cliente 960  | Instalación 92  | 6,00    | 6,00     | 100,0 %       
Cliente 961  | Instalación 141 | 13,00   | 13,00    | 100,0 %       
Cliente 962  | Instalación 158 | 10,00   | 10,00    | 100,0 %       
Cliente 963  | Instalación 212 | 13,00   | 13,00    | 100,0 %       
Cliente 964  | Instalación 255 | 20,00   | 20,00    | 100,0 %       
Cliente 965  | Instalación 339 | 20,00   | 20,00    | 100,0 %       
Cliente 966  | Instalación 258 | 12,00   | 12,00    | 100,0 %       
Cliente 967  | Instalación 280 | 5,00    | 5,00     | 100,0 %       
Cliente 968  | Instalación 151 | 13,00   | 13,00    | 100,0 %       
Cliente 969  | Instalación 4   | 5,00    | 5,00     | 100,0 %       
Cliente 970  | Instalación 157 | 6,00    | 6,00     | 100,0 %       
Cliente 971  | Instalación 106 | 19,00   | 11,00    | 57,9 %        
Cliente 971  | Instalación 117 | 19,00   | 8,00     | 42,1 %        
Cliente 972  | Instalación 256 | 14,00   | 14,00    | 100,0 %       
Cliente 973  | Instalación 71  | 10,00   | 10,00    | 100,0 %       
Cliente 974  | Instalación 173 | 11,00   | 11,00    | 100,0 %       
Cliente 975  | Instalación 61  | 15,00   | 15,00    | 100,0 %       
Cliente 976  | Instalación 313 | 11,00   | 11,00    | 100,0 %       
Cliente 977  | Instalación 70  | 14,00   | 6,00     | 42,9 %        
Cliente 977  | Instalación 325 | 14,00   | 8,00     | 57,1 %        
Cliente 978  | Instalación 98  | 15,00   | 15,00    | 100,0 %       
Cliente 979  | Instalación 184 | 13,00   | 13,00    | 100,0 %       
Cliente 980  | Instalación 263 | 19,00   | 19,00    | 100,0 %       
Cliente 981  | Instalación 67  | 15,00   | 15,00    | 100,0 %       
Cliente 982  | Instalación 14  | 13,00   | 13,00    | 100,0 %       
Cliente 983  | Instalación 285 | 6,00    | 6,00     | 100,0 %       
Cliente 984  | Instalación 26  | 9,00    | 9,00     | 100,0 %       
Cliente 985  | Instalación 82  | 9,00    | 9,00     | 100,0 %       
Cliente 986  | Instalación 215 | 11,00   | 11,00    | 100,0 %       
Cliente 987  | Instalación 254 | 19,00   | 19,00    | 100,0 %       
Cliente 988  | Instalación 175 | 12,00   | 12,00    | 100,0 %       
Cliente 989  | Instalación 284 | 7,00    | 7,00     | 100,0 %       
Cliente 990  | Instalación 289 | 19,00   | 19,00    | 100,0 %       
Cliente 991  | Instalación 328 | 8,00    | 8,00     | 100,0 %       
Cliente 992  | Instalación 174 | 9,00    | 9,00     | 100,0 %       
Cliente 993  | Instalación 124 | 7,00    | 3,00     | 42,9 %        
Cliente 993  | Instalación 370 | 7,00    | 4,00     | 57,1 %        
Cliente 994  | Instalación 276 | 10,00   | 10,00    | 100,0 %       
Cliente 995  | Instalación 125 | 7,00    | 7,00     | 100,0 %       
Cliente 996  | Instalación 269 | 7,00    | 7,00     | 100,0 %       
Cliente 997  | Instalación 13  | 5,00    | 5,00     | 100,0 %       
Cliente 998  | Instalación 123 | 12,00   | 12,00    | 100,0 %       
Cliente 999  | Instalación 157 | 20,00   | 10,00    | 50,0 %        
Cliente 999  | Instalación 163 | 20,00   | 10,00    | 50,0 %        
Cliente 1000 | Instalación 44  | 7,00    | 7,00     | 100,0 %       
Cliente 1001 | Instalación 389 | 18,00   | 18,00    | 100,0 %       
Cliente 1002 | Instalación 112 | 14,00   | 14,00    | 100,0 %       
Cliente 1003 | Instalación 68  | 7,00    | 7,00     | 100,0 %       
Cliente 1004 | Instalación 270 | 8,00    | 8,00     | 100,0 %       
Cliente 1005 | Instalación 208 | 20,00   | 20,00    | 100,0 %       
Cliente 1006 | Instalación 215 | 11,00   | 11,00    | 100,0 %       
Cliente 1007 | Instalación 136 | 10,00   | 10,00    | 100,0 %       
Cliente 1008 | Instalación 124 | 19,00   | 19,00    | 100,0 %       
Cliente 1009 | Instalación 232 | 12,00   | 12,00    | 100,0 %       
Cliente 1010 | Instalación 184 | 10,00   | 10,00    | 100,0 %       
Cliente 1011 | Instalación 378 | 11,00   | 11,00    | 100,0 %       
